Frame X1 Y1 Flag1 X2 Y2 Flag2 X3 Y3 Flag3 X4 Y4 Flag4
Tracks 1 to 4         
1 99.784386 266.2082 282.0389 626.7066 9.233553 629.0855      
2 99.96805 266.3252 281.96628 626.07477 9.342271 629.16876      
3 100.06084 266.39923 282.49045 626.4618 8.848123 629.34644      
4 99.972694 266.5019 281.7997 626.54156 9.332776 629.4231      
5 100.15201 266.63574 282.30252 626.5314 9.118375 629.64844      
6 100.14808 266.65192 282.22437 626.625 9.181355 629.2661      
7 100.206894 266.7912 282.3717 626.5362 9.223906 629.45624      
8 100.42925 267.06598 282.3479 626.7977 9.013605 629.26874      
9 100.55597 266.99252 282.1888 626.42145 9.412752 629.5638      
10 100.42937 267.1933 282.01514 626.71515 8.945544 628.94556      
11 100.62053 267.46045 281.93903 626.25916 8.926574 629.4336      
12 100.66852 267.46112 282.16144 626.3182 9.109319 629.7043      
13 100.880035 267.85126 282.46744 626.8518 8.9448395 629.60675      
14 100.84775 267.98685 282.25 626.7595 8.977966 629.17456      
15 101.19811 268.23962 282.27744 626.40247 8.851791 628.9267      
16 101.1109 268.45676 282.50327 626.549 9.449206 629.23334      
17 100.88361 268.7421 282.1821 626.3611 8.964286 629.5607      
18 101.065056 269.25092 282.46814 626.2516 8.931507 629.43835      
19 101.06579 269.86465 282.2042 626.6447 8.989051 629.64966      
20 101.2603 270.55057 282.10605 626.45154 9.125 629.5417      
21 101.314545 271.42728 281.99533 626.743 8.951612 628.8968      
22 101.478836 272.66577 282.01056 626.4879 9.101851 629.071      
23 101.680534 274.09647 282.3567 626.2975 8.89322 629.2051      
24 102.028305 275.36792 282.2329 626.18945 9.186869 629.61786      
25 102.32444 277.4931 282.05658 626.5153 9.185898 629.26605      
26 102.34929 279.8759 282.24603 626.4746 9.388889 629.6007      
27 102.28644 281.87967 281.76126 626.45795 9.180135 629.1936      
28 100.804634 289.63245 282.1867 626.9177 8.881107 628.99835      
29 100.99889 293.5 282.2195 626.34753 9.048701 629.17535      
30 100.91629 297.30542 281.98788 626.2788 9.21885 628.96967      
31 101.07727 301.5 282.221 626.5063 8.9536085 629.25946      
32 101.18287 306.15277 282.28085 626.26544 9.115385 629.3986      
33 101.133804 310.87088 282.58142 626.7052 8.981229 629.3533      
34 101.27262 315.9826 282.5 626.86365 9.25 629.52026      
35 101.28169 321.34506 282.00897 626.09283 9.130363 629.3482      
36 101.26259 326.95563 282.0443 626.6392 9.13986 629.7098      
37 101.381065 332.99756 282.21796 626.5961 9.360714 629.54645      
38 101.50971 339.17474 282.50323 626.5812 8.616105 630.39514      
39 101.47513 345.66418 282.30804 626.32355 8.97651 629.03357      
40 101.54715 352.5248 282.35138 626.47833 9.076792 629.4352      
41 101.64144 359.63895 281.7493 625.9589 9.0913315 629.00775      
42 101.67313 367.29846 282.45667 626.7867 9.110108 629.68774      
43 101.78895 374.86935 282.00607 626.7636 9.043333 629.2367      
44 101.790405 382.7904 282.01974 626.655 9.0903225 629.19354      
45 101.885826 391.12466 282.66937 626.6596 9.135088 629.32104      
46 101.95052 399.84897 281.7358 626.5448 8.872093 629.25085      
47 102.041336 408.60934 281.86197 626.7178 9.2344265 629.3656      
48 102.05617 417.84247 282.1254 626.32355 8.929054 629.09796      
49 101.9846 427.5252 282.58783 627.02704 9.087189 629.6281      
50 101.976585 437.10883 282.1127 626.6079 9.097939 629.07733      
51 102.14146 447.11624 282.52557 626.7684 8.9758625 629.3207      
52 102.276505 457.40546 282.45514 626.48395 8.792683 630.6748      
53 102.12177 468.15903 281.8988 626.5714 8.692727 630.1982      
54 102.411766 478.8412 282.18124 626.2469 8.445946 630.58105      
55 102.361275 490.06937 282.4218 626.7997 9.194631 629.4228      
56 102.47885 501.68732 282.6192 626.77484 9.078182 629.7582      
57 102.43732 513.3836 282.37012 626.8117 9.264913 629.7105      
58 102.46657 525.4909 282.35358 626.49066 9.354786 629.467      
59 102.55151 537.7636 282.30804 626.6517 9.028428 629.3094      
60 102.599396 550.38855 282.06717 626.3 9.321656 629.1433      
61 102.78788 563.2121 282.34686 626.4469 9.006536 629.0817      
62 102.617645 576.4721 282.11584 626.58234 8.664794 630.48505      
63 102.66769 589.76526 282.26562 626.52814 9.144737 629.0099      
64 102.90769 603.62823 282.33072 626.62225 8.987633 629.52826      
65 102.75304 604.85223 282.0606 626.3848 9.112676 629.6761      
66 102.60448 599.77295 282.43668 626.69666 9.166667 629.2986      
67 102.3443 595.6272 282.41638 626.89465 9.093525 629.64746      
68 102.114716 591.8204 282.40536 626.4306 9.359477 629.3301      
69 102.02941 588.3301 282.23187 626.48737 9.171429 629.54645      
70 101.81896 584.9138 281.9852 626.4201 9.394578 628.9337      
71 101.50431 582.097 281.57162 626.12463 9.184713 629.2197      
72 101.38913 579.587 282.0474 626.53973 9.1907215 629.36597      
73 101.314255 577.3186 281.84402 626.0656 8.964968 628.88214      
74 101.025055 575.3257 282.04294 626.273 8.932886 629.2114      
75 100.83261 573.5734 282.48743 626.5786 9.15 629.31      
76 100.64255 572.1242 282.06708 626.5518 9.245223 629.0478      
77 100.24034 570.9421 282.36792 626.739 8.795774 629.54224      
78 100.10215 570.014 281.85928 626.53296 9.094771 629.0229      
79 100.179405 569.1815 282.00595 626.5298 9.059106 629.024      
80 99.85408 568.84766 282.01672 626.7006 9.457792 629.3312      
81 99.71154 568.71155 282.18652 626.65045 9.376582 629.2468      
82 99.624466 569.09015 282.09494 627.0348 9.285256 629.1731      
83 99.3924 569.8101 282.16968 626.3048 9.209265 629.1837      
84 99.02484 570.79803 282.33066 626.53516 9.188811 629.7482      
85 98.80556 571.9338 282.18024 626.62537 9.158621 629.5414      
86 98.639786 573.64624 282.55228 626.6013 8.980701 629.5456      
87 98.54069 575.16595 282.2267 626.31055 9.070422 629.70776      
88 98.293175 577.12476 282.20123 626.564 9.294118 629.4804      
89 98.088745 579.5065 282.54733 626.19714 9.083618 629.49316      
90 97.975266 582.14734 282.16666 626.77246 9.153846 629.5909      
91 97.734406 584.8312 282.1424 626.8418 8.972843 628.877      
92 97.58761 587.99146 282.337 626.4185 9.008474 629.161      
93 97.304344 591.4587 282.20212 626.5821 8.957237 629.1217      
94 97.23233 595.1895 281.94116 626.1059 9.034202 629.1384      
95 97 599.52966 281.7786 626.4883 9.153595 629.3333      
96 96.846855 604.3803 282.44025 626.5755 9.260274 629.6952      
97 96.65177 609.9671 282.43948 626.47455 9.128665 628.9788      
98 96.43636 607.8146 282.10815 626.5376 9.256014 629.3763      
99 96.09804 605.0804 282.52524 626.317 8.966666 629.0587      
100 95.89335 603.59393 282.33542 626.2671 9.209571 629.3251      
101 95.66265 602.3896 282.25 626.5961 8.941781 629.4007      
102 95.54016 601.53613 282.35403 626.72363 9.259856 629.58246      
103 95.11782 600.9693 282.17783 626.3845 9.0161295 628.9839      
104 95.019684 600.6909 281.7029 626.54346 9.183735 628.71686      
105 94.838554 600.73285 282.11658 626.3528 8.866667 629.0133      
106 94.68437 601.0531 282.2342 626.69305 9.2607975 629.52325      
107 94.444115 601.81537 282.15 626.84375 9 629.26843      
108 94.218506 602.7953 282.0287 626.49097 8.965625 628.7344      
109 93.85785 604.3509 282.3984 626.4175 9.021886 629.2778      
110 93.74903 605.96136 282.0287 626.5574 9.281046 629.3333      
