Frame X1 Y1 Flag1 X2 Y2 Flag2 X3 Y3 Flag3 X4 Y4 Flag4 X5 Y5 Flag5 X6 Y6 Flag6
Tracks 1 to 6               
116 152.33147 24.073557 6.4950495 662.8614 295.7898 676.5414            
117 152.33798 24.077282 8.61039 675.8085 295.88776 676.0773            
118 152.34181 24.068918 5.925641 661.8077 295.85223 676.297            
119 152.4159 24.121073 8.159649 675.55963 295.54486 676.77246            
120 152.44058 24.211235 5.9175534 662.3883 295.49045 676.7962            
121 152.42215 24.28406 6.2741117 662.2335 294.90634 676.3934            
122 152.40573 24.329945 6.6789975 662.5358 295.24567 676.32367            
123 152.52675 24.444649 8.574074 675.76935 295.01675 676.2849            
124 152.3835 24.59413 7.5111523 675.32526 295.26376 676.9919            
125 152.43126 24.834555 7.299539 662.7604 294.7409 676.3095            
126 152.49632 25.15381 6.8341346 662.9519 295.49692 676.38855            
127 152.67749 25.61162 6.765403 662.7891 296.5153 675.96484            
128 152.60109 26.19581 7.5674157 675.7921 296.72653 676.30585            
129 152.73724 26.972694 8.841935 675.87744 296.19742 675.64124            
130 153.18398 27.902288 7.272894 674.97986 298.45053 675.2703            
131 153.33873 28.849829 6.5249376 662.9339 295.05115 676.5057            
132 157.36046 49.681396 296.3277 676.12463              
133 157.33255 53.304382 295.06677 676.78485              
134 157.20206 57.344692 295.21112 677.08093              
135 157.2472 61.7352                
136 157.1222 66.35531 *               
137 157.12746 71.27941 *               
138 157.06934 76.56362 *               
139 157.08911 82.13861 *               
140 156.9547 87.97819                
141 156.84003 94.06281                
142 156.85043 100.72393                
143 156.89519 107.4622                
144 156.77496 114.72242                
145 156.68596 122.192986                
146 156.76288 129.9334                
147 156.7323 138.03357                
148 156.66606 146.49817                
149 156.66512 155.20872                
150 156.65327 164.24953                
151 156.58986 173.79254                
152 156.51541 183.41908                
153 156.50397 193.46237                
154 156.51768 203.86346                
155 156.4499 214.48196                
156 156.54445 225.46161                
157 156.43776 236.80705                
158 156.39648 248.42754                
159 156.40605 260.33923                
160 156.35075 272.74734                
161 156.44397 285.19827                
162 156.39624 298.14902                
163 156.34787 311.35907                
164 156.2415 324.72223                
165 156.28947 338.64417                
166 156.23318 352.8782                
167 156.20755 367.25                
168 156.19492 382.03027                
169 156.14806 397.13348                
170 156.24 412.465                
171 156.12 428.055                
172 156.12341 444.05725                
173 156.08247 460.38144                
174 156.01451 476.8694                
175 156.01958 493.65665                
176 156.01213 510.9232                
177 156.11081 528.34326                
178 156.0221 546.05524                
179 155.98209 563.97656                
180 156.16667 582.219                
181 156.0246 600.7596                
182 155.9945 619.58514                
183 156.04941 641.2846                
184 156.06349 645.3365                
185 155.96834 635.51166                
186 155.84944 625.64685                
187 155.87338 617.03235                
188 155.78313 608.64703                
189 155.67786 600.6398                
190 155.7509 592.7545                
191 155.75673 585.351                
192 155.62611 578.3366                
193 155.4396 571.60834                
194 155.38112 565.0682                
195 155.47928 558.79364                
196 155.32819 552.9038                
197 155.08461 547.3872                
198 155.17007 542.05444                
199 155.20389 537.10913                
200 155.185 532.37                
201 154.95485 527.98663                
202 154.88435 523.9393                
203 154.95082 520.18524                
204 155.07655 516.7003                
205 154.92928 513.6968                
206 154.86012 510.8955                
207 154.748 508.3336                
208 154.66454 506.16293                
209 154.70349 504.32513                
210 154.64937 502.96698                
211 154.60127 501.78796                
212 154.49371 500.81445                
213 154.41455 500.08386                
214 154.26765 499.86105                
215 154.25273 499.96008                
216 154.33728 500.2188                
217 154.30727 500.9913                
218 154.21541 501.9088                
219 154.16032 503.13492                
220 154.0981 504.78796                
221 154.07234 506.71146                
222 154.20175 508.90192                
223 154.18471 511.50955                
224 154.13666 514.4084                
225 153.9336 517.4888                
226 153.9026 521.1932                
227 153.9183 525.08496                
228 153.9183 529.26306                
229 153.87785 533.6515                
230 153.78572 538.4491                
231 8.516611 675.6362                
232 4.8301587 662.4397                
233 6.244361 662.886                
234 8.503533 676.2668 293.16296 677.2716 153.63866 543.54565            
235 7.856364 675.88184 295.35547 676.5118 153.62877 548.9264            
236 8 676.2105 294.50296 676.95856 153.65913 554.7797            
237 8.069536 675.1954 294.5756 676.72675 153.68991 560.8109            
238 6.1272964 663.08795 297.61905 675.7891 153.64505 566.98975            
239 6.7094116 662.5188 295.84967 676.7582 153.54616 573.7701            
240 4.665266 658.34033 294.15 676.7806 153.61835 580.68353            
241 6.0724816 660.41644 294.559 676.80383 153.54828 587.9672            
242 6.3431373 662.23285 294.96686 676.2293 153.45288 595.61694            
243 8.974402 676.1962 295.36487 676.4309 153.49825 603.5809            
244 5.784553 662.78186 296.22476 676.2431 153.5542 611.88635            
245 7.1817102 663.9917 296.00433 675.8971 153.57068 620.41345            
246 6.390625 662.91925 293.70486 676.75604 153.35329 629.8339            
247 6.8180723 662.4108 296.02795 676.4938 153.39407 639.7508            
248 6.0655527 662.7185 294.68005 676.3615 153.38478 649.75256            
249 8.133899 675.5102 295.54306 676.6821 153.59123 661.5483            
250 5.664265 663.1599 294.7904 676.226 153.13469 649.4704            
251 5.5886426 662.4917 294.6641 677.2678 152.97995 644.86676            
252 5.228 659.892 295.41354 676.24927 152.72627 640.62555            
253 8.178201 675.7318 296.36868 676.33167 152.55882 636.6691            
254 4.964 658.59064 294.2067 676.5391 152.54599 633.23145            
255 7.6713285 675.1084 296.50955 676.03186 152.37651 629.8434            
256 5.86911 662.07855 295.8413 676.40717 152.37234 626.57446            
