257 9.0172415 676.2897 295.52573 675.96 152.14285 623.9696            
258 8.271044 675.6077 294.05966 676.7784 151.8933 621.8643            
259 5.16756 661.4517 296.0182 676.2515 151.64656 619.8939            
260 6.85589 664.4925 295.4851 676.1964 151.60912 618.2967            
261 6.580402 662.72363 296.58228 676.10126 151.53468 617.1003            
262 5.548 661.77734 293.49728 676.9632 151.37029 616.27527            
263 7.8496504 675.2832 296.07187 676.2431 151.16469 615.5757            
264 7.9584837 675.8032 294.2522 676.9811 151.02452 615.22217            
265 8.180851 675.95746 294.7028 676.2278 150.82 615.23627            
266 5.75 662.1183 295.57187 676.2665 150.58035 615.54315            
267 8.568259 676.04266 296.85504 676.1971 150.52092 616.23096            
268 8.190566 676.3377 295.59015 676.12537 150.46696 617.16064            
269 6.487562 663.1866 296.06467 676.19403 150.2634 618.29315            
270 5.645408 660.3138 296.81818 676.2695 150.11078 619.9296            
271 8.838983 676.0864 296.34717 676.6429 149.89066 621.8168            
272 8.144366 675.8239 295.67715 676.07715 149.80724 623.9443            
273 5.78125 661.3958 295.35358 676.6059 149.6612 626.51196            
274 6.3316064 662.34717 295.1441 676.52356 149.63353 629.5564            
275 6.016624 662.19055 294.53064 676.41925 149.49855 632.90436            
276 5.375 660.8892 294.97604 676.5 149.39194 636.50146            
277 5.4731183 661.8495 294.89053 676.713 149.1155 640.434            
278 5.2914286 661.3057 294.42508 676.6153 148.9782 644.7138            
279 5.756757 662.46216 298.4852 675.5963 148.92003 649.26636            
280 5.2103066 662.18524 297.58447 675.75 148.67162 654.06354            
281 5.881963 662.2878 295.6579 676.26605 148.64336 664.88226            
282 6.071429 663.01215 295.54745 676.87976 148.4334 664.0828            
283 6.2680798 662.6895 293.95483 677.4729 148.2036 654.79504            
284 5.994565 662.14404 295.3 676.07465 148.04533 653.1693            
285 8.232601 676.22894 295.55 676.28235 147.79396 651.9886            
286 5.8110538 660.7571 294.132 676.47864 147.67067 651.02264            
287 6.331731 662.0361 294.97012 676.0299 147.63342 650.4016            
288 8.2372265 676.1095 294.9035 676.24854 147.3718 650.0587            
289 5.735443 660.97845 297.87885 675.7287 147.19127 650.06647            
290 5.8015466 660.5 295.18115 676.3377 146.96933 650.5653            
291 5.906824 662.374 295.13583 676.2428 146.78091 651.19086            
292 7.4626865 675.4776 295.03262 675.93475 146.6139 652.29865            
293 7.9693875 675.2007 294.92975 676.2548 146.46405 653.65045            
294 8.094771 674.8039 294.89142 676.43427 146.25296 655.27264            
295 5.7615805 662.85425 295.19324 676.7945 146.01505 664.3938            
296 5.885246 662.9454 295.66766 676.506 146.17136 665.7952            
297 5.7654157 662.64746 294.0868 676.5992 145.87479 665.86774            
298 8.30198 675.20294 296.80066 676.2451 145.67828 665.5353            
299 5.784153 662.13385 296.22955 676.3742 145.54056 665.4753            
300 7.867041 676.0131 296.4907 676.0062 145.26895 665.33496            
301 7.1679535 675.67377 294.48282 676.5172 145.21492 665.6933            
302 6.006394 661.98846 294.15976 676.929 144.90784 666.12335            
303 7.2647057 674.6938 296.30417 675.64246 144.63795 666.2394            
304 5.83 661.1775 295.2582 676.5567 144.73412 666.1325            
305 6.765116 662.55817 295.3415 676.09076 144.56837 666.2985            
306 8.709059 676.20734 294.07397 676.8935 144.30948 666.4371            
307 6.0239296 661.6184 296.3742 676.173 144.07248 666.4211            
308 7.398876 675.52997 295.75146 676.22516 143.82243 666.5808            
309 7.8439717 675.5603 296.07397 675.9467 143.79643 666.59424            
310 8.619719 676.3239 295.57397 675.84247 143.602 666.602            
311 8.92807 676.35266 296.42746 676.25397 143.30386 666.4935            
312 6.993392 676.359 294.67987 677.0183 143.06285 666.51385            
313 5.0710306 661.5529 294.5966 676.5227 142.932 666.6702            
314 6.641791 663.2438 296.16873 676.46906 142.76852 666.62683            
315 7.8463035 676.1381 295.7857 676.2811 142.42804 666.7196            
316 5.5110803 661.36707 294.85104 676.7094 142.3861 666.72034            
317 5.640992 661.3198 293.21313 676.9424 142.08403 666.9067            
318 5.59375 661.767 296.37988 676.5455 142.06485 666.8008            
319 6.1275 661.27 293.4561 676.531 141.7268 666.9302            
320 8.745734 675.7764 294.0439 676.90796 141.60019 666.98016            
321 6.031746 661.4048 295.402 676.07635 141.43 667.06006            
322 8.630435 676.56525 293.87244 676.2245 141.03568 667.0233            
323 6.8209877 675.6893 295.5616 675.9706 140.8219 667.07715            
324 6.322222 662.4679 294.78033 676.737 140.72116 667.06537            
325 8.066667 675.9889 295.0465 676.6105 140.6047 667.17914            
326 6.676904 663.0479 294.9876 676.12537 140.23563 667.2778            
327 6.7411065 675.32214 295.6085 676.239 140.1062 667.2022            
328 5.4002934 662.26245 295.3424 676.265 139.75829 667.2797            
329 5.1356163 661.6397 295.7919 675.89594 139.65068 667.2583            
330   295.125 676.37805 139.31036 667.3162 
Track 414.87357 1.0391895 traveled Nr of Frames            
1 74.870865 17.280478 131               
2 1039.4027 617.8836 332               
3 3.304917 2.1433403 332               
4   99               
5   198               
6   12               
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
       *           
       *           
                  
       *           
       *           
       *           
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
                  
       *           
       *           
       *           
       *           
       *           
                  
       148.91823 678.8753 *         
       * 148.72311 679.1102 *        
       * 148.17796 679.38416 *        
       * 147.84561 679.432 *        
       * 147.80173 679.523 *        
       * 147.51143 679.60284 *        
       * 147.01765 679.6735 *        
       * 146.66264 679.7199 *        
       * 146.75444 679.75446 *        
       * 146.78612 679.5595 *        
       * 146.58646 679.5922 *        
       * 146.875 679.5227 *        
       *           
