A5_papier_lijst,A5_coefficienten_1_h_B_lijst,A5_fout_coefficienten_1_h_B_lijst,A5_coefficienten_1_v_B_lijst,A5_fout_coefficienten_1_v_B_lijst
1,0.27761364982205433,0.003599596606418319,0.5033209475150966,0.3118300306345451
1,0.27761364982205433,0.003599596606418319,0.5033209475150966,0.3118300306345451
2,0.2659786846685156,0.005483179769765923,0.4696335786290523,0.24796183075315342
2,0.2578711273460554,0.0040303175983452755,0.47917747697476554,0.9828931369557442
4,0.20620142637447297,0.003916157941444014,0.39120755031726806,0.337702157504076
4,0.21776559084138475,0.005361713218150993,0.4213625140536118,1.135228996944971
6,0.16730335240171904,0.003989752898161457,0.3373396874549293,4.4270926444326735
6,0.17678083314484053,0.0043510200395634295,0.38449477940859506,4.2795264894441045
8,0.15753081444780684,0.0018899072097061879,0.3326360382366018,0.7555892268059361
8,0.16037010797024825,0.00319834726435862,0.3340183916664822,0.4742881285331412
10,0.16598617073678357,0.003661569399057023,0.38200952258995724,4.076942286680595
10,0.16227115337000161,0.0028964681221293038,0.3541643706434754,0.20171996635865527
12,0.1755048986724394,0.003208191964145208,0.40920156191285234,0.7930914385283441
12,0.17192651195106998,0.0037424849583874136,0.36208460229308737,0.20036991669565055
14,0.19153517039072432,0.002836805991836655,0.42849790259720855,1.027051083709264
14,0.18936739109821615,0.0035125889757493104,0.39836841772188325,2.305459039099054
16,0.20152065866491986,0.003131510466370203,0.4252033003461865,1.038046536607401
16,0.20606547421616986,0.00340041753404895,0.42038502612059075,8.201356511465201
18,0.2139016584771334,0.003013952970029888,0.45495798513586583,0.34147063461575267
18,0.2168532733984427,0.002882934548452011,0.44195631550673636,2.360377211389403
20,0.2334533987955382,0.003366979132091501,0.4628490508903255,1.3762860106231436
20,0.22413390783733164,0.0026687024507147886,0.43204966284418467,1.7430190461500275
22,0.23538432858026725,0.003877201436651098,0.4453021614468514,0.23385764342642343
22,0.2324608978306523,0.756614136147736,0.4451944960952008,139.1989551259364
24,0.24212539396738966,0.00308362619466122,0.43991089375852743,17.998609824771705
24,0.24414181325320544,0.0038948280930446093,0.47206161776326105,3.701504080137857
26,0.2702530624004509,0.0036302241782845044,0.47224285672505606,0.6319162690113372
26,0.2614368033125078,0.0033172570862337923,0.46452441702828406,2.2957224733947603
28,0.2593701778470043,0.0034283817529870094,0.4950617459224531,1.4613221933306515
28,0.2628651047693475,0.002921491429899492,0.4717930305595263,0.34317003731333595
30,0.294969835975131,0.0037947906785941086,0.5320165133805325,0.9036064280520593
30,0.28152543157056936,0.003732039905219963,0.6382336029588837,1.634256509917001
32,0.2729713203214871,0.003424767151792353,0.4697099115498578,0.17986369905774127
32,0.27952650912696503,0.0031723783813010146,0.500589997010368,11.686368190159254
34,0.28935613469085464,0.0037874474528462694,0.49543828036288823,1.5035445878745204
34,0.27968001233446743,0.002870445383527474,0.4916542596701017,2.591135662487131
36,0.2915009738670499,0.0032510003142886576,0.5079011852663992,0.0806827078252802
36,0.30671200155611755,0.002968596762336951,0.5408103302311048,0.3446081075756294
38,0.3139821318949936,0.0038430030462788946,0.5306161219291033,2.364595562995912
38,0.32196640024776213,0.003422638976369415,0.5348210894216314,17.2824574370326
40,0.33786183585101476,0.0036955687400278695,0.6050777680559439,5.012419488889411
40,0.35813129496899204,0.0031035168590892092,0.5742683650125632,2.5126754772204145
42,0.29897535292176686,0.0032450508525705963,0.5507481090776092,1.9141908890567276
42,0.3250885214433908,0.0035406458279327447,0.522683275326866,2.974174006317066
44,0.29528618755204505,0.003858635593097243,0.5288156933527354,0.34990057871815133
44,0.31190940461373157,0.00450554454607743,0.5268049735126411,0.5645419074415533
45,0.3356467158916271,0.0034596265244464133,0.5736125546477042,0.34943349691804354
45,0.3332571767784494,0.0028978478327271245,0.5450643551505984,1.6148703875543928
46,0.29120066730330313,0.0032769452284155333,0.5023861708351213,1.2774220368850357
46,0.32578994131170036,0.003288490919334858,0.5241982708340919,2.9766832891102424
48,0.3210459299078465,0.0033680275447112704,0.5236859803131173,1.2803210853655176
48,0.34592765327306113,0.00318044014358851,0.5602384892144479,0.7232385500149797
50,0.3294945551148515,0.0038137461996385104,0.5532654319175829,2.5360795384326753
50,0.33436175397544027,0.0036020624245048267,0.5304017058173829,0.8764394783634643
52,0.3450795376318644,0.0034990424399197182,0.5654789563356319,5.539717249839592
52,0.34070178692240527,0.003019516260333388,0.6227510173880816,3.141101970347695
54,0.31218200693358783,0.0035864788901818433,0.554577784821041,3.015301865746972
54,0.3089783103864737,0.003560702130093217,0.5576687098511306,1.6127353379547855
56,0.30851821471451923,0.003174034664765432,0.5247831602245093,1.1941452998881807
56,0.32850037205250743,0.003052022977966785,0.5560203411583428,1.2940497210425375
58,0.31408775213087764,0.0029236508686282616,0.5197573930834399,2.9360310053496343
58,0.32411022373841913,0.004201675112428967,0.5079751084205429,0.3292514313378481
60,0.32233755824514104,0.0042015634234335115,0.5414376907480037,8.76445066153397
60,0.3271254564792615,0.003184832877690589,0.5274570334185786,0.32108746015693945
100,0.36943214936185326,0.002787351619238979,0.5700960865123014,0.18404444943818143
100,0.37470425981550476,0.0030307928800246725,0.5969182125039335,1.6054626707248696
150,0.3328319980415805,0.0036721317730048966,0.5217164757506303,8.077628506478803
150,0.33076822673157374,0.003931256831157392,0.5697371138494892,2.9031705719457266
200,0.2534838012768024,0.003141062419105301,0.4697797504697847,0.21394158970590077
200,0.2594891123087438,0.003449979544806509,0.48198746787018126,0.8584093971293749
250,0.20502441607880498,0.0029082483158780386,0.38297163289572966,0.8219128087283458
250,0.21275811020429813,0.002542074627793746,0.39613978944305794,0.5537880852474155
300,0.18528149503448205,0.0027005304457445615,0.3173656598042958,0.7690005047628093
300,0.19634890445168335,0.0026507881851483327,0.3320174922362412,0.10965886923222953
