Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8
Tracks 1 to 8
203	 	 	 	 	 	 	193.04976	6.997573	 	171.00597	483.56644	 	 	 	 	301.355	670.725	 	 	 	 	 	 	 
204	 	 	 	 	 	 	192.63177	6.9618225	 	171.14726	488.06335	 	 	 	 	301.33575	670.5048	 	 	 	 	 	 	 
205	 	 	 	 	 	 	192.54863	6.9177055	 	171.15979	493.08936	 	 	 	 	301.19586	670.41705	 	 	 	 	 	 	 
206	 	 	 	 	 	 	192.59602	6.944302	 	171.25478	498.14868	 	 	 	 	301.10287	670.65314	 	 	 	 	 	 	 
207	 	 	 	 	 	 	192.05898	6.932051	 	171.16841	503.7548	 	 	 	 	301.2383	670.3318	 	 	 	 	 	 	 
208	 	 	 	 	 	 	192.47403	6.887013	 	171.16081	509.6406	 	 	 	 	300.92926	670.8122	 	 	 	 	 	 	 
209	 	 	 	 	 	 	192.20888	6.8146214	 	171.26855	515.7668	 	 	 	 	 	 	 	 	 	 	 	 	 
210	 	 	 	 	 	 	192.85602	6.770942	 	171.35947	522.34686	 	 	 	 	 	 	 	 	 	 	 	 	 
211	 	 	 	 	 	 	192.76631	6.671018	 	171.3309	529.1891	 	 	 	 	 	 	 	 	 	 	 	 	 
212	 	 	 	 	 	 	193.17567	6.537323	 	171.36703	536.3779	 	 	 	 	 	 	 	 	 	 	 	 	 
213	 	 	 	 	 	 	193.56752	6.466879	 	171.35191	543.69745	 	 	 	 	 	 	 	 	 	 	 	 	 
214	 	 	 	 	 	 	193.8634	6.433926	 	171.3582	551.47424	 	 	 	 	 	 	 	 	 	 	 	 	 
215	 	 	 	 	 	 	194.17342	6.3632913	 	171.3513	559.4814	 	 	 	 	 	 	 	 	 	 	 	 	 
216	 	 	 	 	 	 	194.17506	6.3236775	 	171.31285	567.9216	 	 	 	 	 	 	 	 	 	 	 	 	 
217	 	 	 	 	 	 	194.17386	6.2791877	 	171.21428	576.5658	 	 	 	 	 	 	 	 	 	 	 	 	 
218	 	 	 	 	 	 	194.28517	6.15601	 	171.37878	585.4545	 	 	 	 	 	 	 	 	 	 	 	 	 
219	 	 	 	 	 	 	194.30078	6.0627427	 	171.31178	594.77185	 	 	 	 	 	 	 	 	 	 	 	 	 
220	 	 	 	 	 	 	194.37434	5.934555	 	171.33333	604.18585	 	 	 	 	 	 	 	 	 	 	 	 	 
221	 	 	 	 	 	 	193.94238	5.8615894	 	171.35715	614.05597	 	 	 	 	 	 	 	 	 	 	 	 	 
222	 	 	 	 	 	 	194.56996	5.7469134	 	171.39784	624.9122	 	 	 	 	 	 	 	 	 	 	 	 	 
223	 	 	 	 	 	 	194.69495	5.6430573	 	171.40398	636.154	 	 	 	 	 	 	 	 	 	 	 	 	 
224	 	 	 	 	 	 	194.71246	5.51983	 	171.57584	645.1742	 	 	 	 	 	 	 	 	 	 	 	 	 
225	 	 	 	 	 	 	195.39899	5.274892	 	171.58435	636.56134	 	 	 	 	 	 	 	 	 	 	 	 	 
226	 	 	 	 	 	 	195.80377	5.0639534	 	171.83228	630.63257	 	 	 	 	 	 	 	 	 	 	 	 	 
227	 	 	 	 	 	 	196.73134	4.842606	 	171.9943	624.85236	 	 	 	 	 	 	 	 	 	 	 	 	 
228	 	 	 	 	 	 	197.91728	4.617735	 	172.19295	619.1795	 	 	 	 	 	 	 	 	 	 	 	 	 
229	 	 	 	 	 	 	199.15872	4.443368	 	172.21669	614.3769	 	 	 	 	 	 	 	 	 	 	 	 	 
230	 	 	 	 	 	 	200.43459	4.169782	 	172.58629	609.85364	 	 	 	 	 	 	 	 	 	 	 	 	 
231	 	 	 	 	 	 	200.8301	3.9757283	 	172.75249	605.49835	 	 	 	 	 	 	 	 	 	 	 	 	 
232	 	 	 	 	 	 	202.44186	3.717608	 	172.9437	601.63947	 	 	 	 	 	 	 	 	 	 	 	 	 
233	 	 	 	 	 	 	204.01013	3.5304055	 	173.0405	598.13306	 	 	 	 	 	 	 	 	 	 	 	 	 
234	 	 	 	 	 	 	205.18672	3.2858407	 	173.15512	594.73926	 	 	 	 	 	 	 	301.4005	670.6244	 	 	 	 
235	 	 	 	 	 	 	206.33333	3.0	 	173.3723	591.6111	 	 	 	 	 	 	 	301.18225	670.1028	 	 	 	 
236	 	 	 	 	 	 	207.69838	2.8319838	 	173.61382	589.0122	 	 	 	 	 	 	 	301.11502	670.5047	 	 	 	 
237	 	 	 	 	 	 	210.18777	2.569869	 	173.71417	586.58075	 	 	 	 	 	 	 	301.3209	670.7687	 	 	 	 
238	 	 	 	 	 	 	212.98718	2.3554778	 	173.9076	584.5165	 	 	 	 	 	 	 	301.00464	670.4583	 	 	 	 
239	 	 	 	 	 	 	215.37886	2.1108248	 	174.0712	582.7291	 	 	 	 	 	 	 	301.07346	670.6848	 	 	 	 
240	 	 	 	 	 	 	218.13353	1.8778409	 	174.31744	581.24634	 	 	 	 	 	 	 	300.65982	670.468	 	 	 	 
241	 	 	 	 	 	 	221.92683	1.6676829	 	174.4387	580.0597	 	 	 	 	 	 	 	301.0631	670.6019	 	 	 	 
242	 	 	 	 	 	 	227.40997	1.4710611	 	174.54355	579.25323	 	 	 	 	 	 	 	301.14252	670.4034	 	 	 	 
243	 	 	 	 	 	 	232.9132	1.28125	 	174.78847	578.8045	 	 	 	 	 	 	 	301.03885	670.79126	 	 	 	 
244	 	 	 	 	 	 	238.35228	1.1287879	 	174.92949	578.6362	 	 	 	 	 	 	 	301.43457	670.1682	 	 	 	 
245	 	 	 	 	 	 	244.36938	1.0061225	 	175.0	578.72754	 	 	 	 	 	 	 	301.2799	670.46173	 	 	 	 
246	 	 	 	 	 	 	250.24893	0.9638298	 	175.08804	579.1236	 	 	 	 	 	 	 	300.9683	670.59753	 	 	 	 
247	 	 	 	 	 	 	254.24336	0.9557522	 	175.29582	579.96625	 	 	 	 	 	 	 	301.36273	670.58826	 	 	 	 
248	 	 	 	 	 	 	255.43805	0.9734513	 	175.48712	581.0234	 	 	 	 	 	 	 	301.19116	670.7304	 	 	 	 
249	 	 	 	 	 	 	250.58583	0.92918456	 	175.59608	582.40717	 	 	 	 	 	 	 	301.39474	670.32776	 	 	 	 
250	 	 	 	 	 	 	252.13478	0.9391304	 	175.77228	584.02185	 	 	 	 	 	 	 	301.51416	670.1415	 	 	 	 
251	 	 	 	 	 	 	251.20435	0.92608696	 	175.88861	585.9699	 	 	 	 	 	 	 	 	 	 	 	 	 
252	 	 	 	 	 	 	252.21239	0.92477876	 	176.05519	588.3287	 	 	 	 	 	 	 	 	 	 	 	 	 
253	 	 	 	 	 	 	252.71461	0.9063927	 	176.16016	590.8463	 	 	 	 	 	 	 	 	 	 	 	 	 
254	 	 	 	 	 	 	253.5701	0.9018692	 	176.3569	593.6711	 	 	 	 	 	 	 	 	 	 	 	 	 
255	 	 	 	 	 	 	254.75943	0.9103774	 	176.49341	596.9102	 	 	 	 	 	 	 	 	 	 	 	 	 
256	 	 	 	 	 	 	254.75943	0.9103774	 	176.60579	600.4785	 	 	 	 	 	 	 	 	 	 	 	 	 
257	 	 	 	 	 	 	254.38516	0.8923445	 	176.82948	604.2957	 	 	 	 	 	 	 	 	 	 	 	 	 
258	 	 	 	 	 	 	254.77318	0.8804878	 	176.92715	608.4238	 	 	 	 	 	 	 	 	 	 	 	 	 
259	 	 	 	 	 	 	255.56763	0.90096617	 	177.01248	612.87274	 	 	 	 	 	 	 	 	 	 	 	 	 
260	 	 	 	 	 	 	253.15277	0.9027778	 	177.1208	617.6812	 	 	 	 	 	 	 	 	 	 	 	 	 
261	 	 	 	 	 	 	253.51382	0.91013825	 	177.21498	623.2573	 	 	 	 	 	 	 	 	 	 	 	 	 
262	 	 	 	 	 	 	252.90454	0.9136364	 	177.40967	628.95483	 	 	 	 	 	 	 	 	 	 	 	 	 
263	 	 	 	 	 	 	252.26785	0.91964287	 	177.534	634.9374	 	 	 	 	 	 	 	 	 	 	 	 	 
264	 	 	 	 	 	 	252.23778	0.9222222	 	177.77531	645.7605	 	 	 	 	 	 	 	 	 	 	 	 	 
265	 	 	 	 	 	 	251.51717	0.9420601	 	177.88171	646.8177	 	 	 	 	 	 	 	 	 	 	 	 	 
266	 	 	 	 	 	 	249.3692	0.92616034	 	177.99194	639.92755	 	 	 	 	 	 	 	 	 	 	 	 	 
267	 	 	 	 	 	 	250.1287	0.9388186	 	178.30267	636.74036	 	 	 	 	 	 	 	 	 	 	 	 	 
268	 	 	 	 	 	 	249.3692	0.92616034	 	178.54813	633.8714	 	 	 	 	 	 	 	 	 	 	 	 	 
269	 	 	 	 	 	 	249.54202	0.9327731	 	178.65813	631.4563	 	 	 	 	 	 	 	 	 	 	 	 	 
270	 	 	 	 	 	 	251.56956	0.93043476	 	178.85489	629.3165	 	 	 	 	 	 	 	 	 	 	 	 	 
271	 	 	 	 	 	 	252.93982	0.8981481	 	179.13872	627.41003	 	 	 	 	 	 	 	 	 	 	 	 	 
272	 	 	 	 	 	 	254.78847	0.8942308	 	179.43855	625.7765	 	 	 	 	 	 	 	 	 	 	 	 	 
273	 	 	 	 	 	 	255.16827	0.89903843	 	179.66872	624.64874	 	 	 	 	 	 	 	 	 	 	 	 	 
274	 	 	 	 	 	 	252.73721	0.89069766	 	179.88022	623.71796	 	 	 	 	 	 	 	 	 	 	 	 	 
275	 	 	 	 	 	 	253.15727	0.8896714	 	180.06522	623.27795	 	 	 	 	 	 	 	 	 	 	 	 	 
276	 	 	 	 	 	 	254.19083	0.8816425	 	180.33826	622.937	 	 	 	 	 	 	 	 	 	 	 	 	 
277	 	 	 	 	 	 	254.56635	0.9028436	 	180.51538	623.0615	 	 	 	 	 	 	 	 	 	 	 	 	 
278	 	 	 	 	 	 	252.71461	0.9063927	 	180.65314	623.4571	 	 	 	 	 	 	 	 	 	 	 	 	 
279	 	 	 	 	 	 	251.46902	0.9159292	 	180.90524	624.3305	 	 	 	 	 	 	 	 	 	 	 	 	 
280	 	 	 	 	 	 	252.02423	0.9273128	 	181.0321	625.2936	 	 	 	 	 	 	 	 	 	 	 	 	 
281	 	 	 	 	 	 	251.46875	0.90625	 	181.2957	626.59985	 	 	 	 	 	 	 	 	 	 	 	 	 
282	 	 	 	 	 	 	250.16383	0.9297872	 	181.4145	628.39923	 	 	 	 	 	 	 	 	 	 	 	 	 
283	 	 	 	 	 	 	249.34454	0.9285714	 	181.67496	630.3989	 	 	 	 	 	 	 	 	 	 	 	 	 
284	 	 	 	 	 	 	248.92084	0.9291667	 	181.89285	632.71277	 	 	 	 	 	 	 	 	 	 	 	 	 
285	 	 	 	 	 	 	251.39082	0.92358077	 	182.0907	635.3486	 	 	 	 	 	 	 	 	 	 	 	 	 
286	 	 	 	 	 	 	251.46902	0.9159292	 	182.261	638.28156	 	 	 	 	 	 	 	 	 	 	 	 	 
287	 	 	 	 	 	 	252.8801	0.91628957	 	182.75082	646.1751	 	 	 	 	 	 	 	 	 	 	 	 	 
288	 	 	 	 	 	 	253.11469	0.9082569	 	182.92683	647.7594	 	 	 	 	 	 	 	 	 	 	 	 	 
289	 	 	 	 	 	 	254.74286	0.9	 	183.1905	646.9447	 	 	 	 	 	 	 	 	 	 	 	 	 
290	 	 	 	 	 	 	254.78847	0.8942308	 	183.50783	645.5324	 	 	 	 	 	 	 	 	 	 	 	 	 
291	 	 	 	 	 	 	254.76794	0.8971292	 	183.48688	639.6574	 	 	 	 	 	 	 	 	 	 	 	 	 
292	 	 	 	 	 	 	253.55582	0.90465117	 	183.78882	638.648	 	 	 	 	 	 	 	 	 	 	 	 	 
293	 	 	 	 	 	 	255.13208	0.9150943	 	183.95044	638.0379	 	 	 	 	 	 	 	 	 	 	 	 	 
294	 	 	 	 	 	 	253.15277	0.9027778	 	184.18475	637.57916	 	 	 	 	 	 	 	 	 	 	 	 	 
295	 	 	 	 	 	 	253.13594	0.90553	 	184.42804	637.55725	 	 	 	 	 	 	 	 	 	 	 	 	 
296	 	 	 	 	 	 	252.66592	0.92152464	 	184.69327	637.78845	 	 	 	 	 	 	 	 	 	 	 	 	 
297	 	 	 	 	 	 	250.18803	0.9273504	 	184.83235	638.582	 	 	 	 	 	 	 	 	 	 	 	 	 
298	 	 	 	 	 	 	249.7092	0.9393305	 	185.08502	639.4769	 	 	 	 	 	 	 	 	 	 	 	 	 
299	 	 	 	 	 	 	248.97058	0.92436975	 	185.35036	640.76044	 	 	 	 	 	 	 	 	 	 	 	 	 
300	 	 	 	 	 	 	249.82759	0.9137931	 	185.8808	646.90454	 	 	 	 	 	 	 	 	 	 	 	 	 
301	 	 	 	 	 	 	249.38983	0.9237288	 	186.02464	647.9622	 	 	 	 	 	 	 	 	 	 	 	 	 
302	 	 	 	 	 	 	250.22728	0.91558444	 	186.28555	647.9781	 	 	 	 	 	 	 	 	 	 	 	 	 
303	 	 	 	 	 	 	252.8801	0.91628957	 	186.63068	647.5011	 	 	 	 	 	 	 	 	 	 	 	 	 
304	 	 	 	 	 	 	254.76794	0.8971292	 	186.95386	647.0375	 	 	 	 	 	 	 	 	 	 	 	 	 
305	 	 	 	 	 	 	254.58571	0.9	 	187.2101	646.753	 	 	 	 	 	 	 	 	 	 	 	 	 
306	 	 	 	 	 	 	253.15727	0.8896714	 	187.41676	646.8719	 	 	 	 	 	 	 	 	 	 	 	 	 
307	 	 	 	 	 	 	254.78847	0.8942308	 	187.66846	647.28436	 	 	 	 	 	 	 	 	 	 	 	 	 
308	 	 	 	 	 	 	254.36667	0.8952381	 	187.80276	647.73346	 	 	 	 	 	 	 	 	 	 	 	 	 
309	 	 	 	 	 	 	254.38516	0.8923445	 	188.15912	648.3371	 	 	 	 	 	 	 	 	 	 	 	 	 
310	 	 	 	 	 	 	253.15277	0.9027778	 	188.31837	648.22754	 	 	 	 	 	 	 	 	 	 	 	 	 
311	 	 	 	 	 	 	251.91176	0.9027149	 	188.5998	648.1148	 	 	 	 	 	 	 	 	 	 	 	 	 
312	 	 	 	 	 	 	252.04868	0.92477876	 	188.85011	647.9957	 	 	 	 	 	 	 	 	 	 	 	 	 
313	 	 	 	 	 	 	251.48666	0.91333336	 	189.12206	648.0707	 	 	 	 	 	 	 	 	 	 	 	 	 
314	 	 	 	 	 	 	251.77391	0.9347826	 	189.46448	648.32886	 	 	 	 	 	 	 	 	 	 	 	 	 
315	 	 	 	 	 	 	249.93881	0.93459916	 	189.66307	648.3682	 	 	 	 	 	 	 	 	 	 	 	 	 
316	 	 	 	 	 	 	251.42105	0.92105263	 	189.99353	648.2317	 	 	 	 	 	 	 	 	 	 	 	 	 
317	 	 	 	 	 	 	252.08296	0.91255605	 	190.1706	648.38196	 	 	 	 	 	 	 	 	 	 	 	 	 
318	 	 	 	 	 	 	252.08296	0.91255605	 	190.42728	648.4615	 	 	 	 	 	 	 	 	 	 	 	 	 
319	 	 	 	 	 	 	252.71819	0.9136364	 	190.65086	648.39655	 	 	 	 	 	 	 	 	 	 	 	 	 
320	 	 	 	 	 	 	252.45515	0.91704035	 	191.02716	648.4159	 	 	 	 	 	 	 	 	 	 	 	 	 
321	 	 	 	 	 	 	253.5701	0.9018692	 	191.33316	648.3952	 	 	 	 	 	 	 	 	 	 	 	 	 
322	 	 	 	 	 	 	254.38516	0.8923445	 	191.63963	648.41406	 	 	 	 	 	 	 	 	 	 	 	 	 
323	 	 	 	 	 	 	253.35982	0.89719623	 	191.92184	648.38544	 	 	 	 	 	 	 	 	 	 	 	 	 
324	 	 	 	 	 	 	252.51834	0.89908254	 	192.11992	648.53424	 	 	 	 	 	 	 	 	 	 	 	 	 
325	 	 	 	 	 	 	252.71461	0.9063927	 	192.25484	648.50323	 	 	 	 	 	 	 	 	 	 	 	 	 
326	 	 	 	 	 	 	253.743	0.9018692	 	192.52972	648.6104	 	 	 	 	 	 	 	 	 	 	 	 	 
327	 	 	 	 	 	 	252.73395	0.9036697	 	192.80843	648.5395	 	 	 	 	 	 	 	 	 	 	 	 	 
328	 	 	 	 	 	 	251.28223	0.9088889	 	193.06549	648.6108	 	 	 	 	 	 	 	 	 	 	 	 	 
329	 	 	 	 	 	 	250.64847	0.91484714	 	193.3782	648.69977	 	 	 	 	 	 	 	 	 	 	 	 	 
330	 	 	 	 	 	 	251.04825	0.9166667	 	193.73158	648.77747	 	 	 	 	 	 	 	 	 	 	 	 	 
331	 	 	 	 	 	 	251.68303	0.91071427	 	193.98721	648.6802	 	 	 	 	 	 	 	 	 	 	 	 	 
332	 	 	 	 	 	 	251.68303	0.91071427	 	194.20607	648.8248	 	 	 	 	 	 	 	 	 	 	 	 	 
333	 	 	 	 	 	 	251.49103	0.90358746	 	194.47116	648.77136	 	 	 	 	 	 	 	 	 	 	 	 	 
334	 	 	 	 	 	 	252.31363	0.9045454	 	194.65335	648.94305	 	 	 	 	 	 	 	 	 	 	 	 	 
335	 	 	 	 	 	 	253.15277	0.9027778	 	194.92479	648.893	 	 	 	 	 	 	 	 	 	 	 	 	 
336	 	 	 	 	 	 	253.11469	0.9082569	 	195.2981	648.98944	 	 	 	 	 	 	 	 	 	 	 	 	 
337	 	 	 	 	 	 	252.53687	0.89631337	 	195.61678	648.88745	 	 	 	 	 	 	 	 	 	 	 	 	 
338	 	 	 	 	 	 	252.13303	0.8944954	 	195.85579	649.09686	 	 	 	 	 	 	 	 	 	 	 	 	 
339	 	 	 	 	 	 	252.71461	0.9063927	 	196.23973	649.1185	 	 	 	 	 	 	 	 	 	 	 	 	 
340	 	 	 	 	 	 	252.73395	0.9036697	 	196.38866	649.1218	 	 	 	 	 	 	 	 	 	 	 	 	 
341	 	 	 	 	 	 	251.89189	0.9054054	 	196.60922	649.01324	 	 	 	 	 	 	 	 	 	 	 	 	 
342	 	 	 	 	 	 	251.68303	0.91071427	 	196.92436	649.17334	 	 	 	 	 	 	 	 	 	 	 	 	 
343	 	 	 	 	 	 	251.2991	0.90625	 	197.16562	649.3767	 	 	 	 	 	 	 	 	 	 	 	 	 
344	 	 	 	 	 	 	251.44273	0.9185022	 	197.48848	649.3775	 	 	 	 	 	 	 	 	 	 	 	 	 
345	 	 	 	 	 	 	251.68303	0.91071427	 	197.7943	649.17615	 	 	 	 	 	 	 	 	 	 	 	 	 
346	 	 	 	 	 	 	252.04868	0.92477876	 	197.99634	649.1618	 	 	 	 	 	 	 	 	 	 	 	 	 
347	 	 	 	 	 	 	252.26785	0.91964287	 	198.33492	649.19714	 	 	 	 	 	 	 	 	 	 	 	 	 
348	 	 	 	 	 	 	252.92465	0.9109589	 	198.56374	649.2555	 	 	 	 	 	 	 	 	 	 	 	 	 
349	 	 	 	 	 	 	251.509	0.9009009	 	198.98384	649.4249	 	 	 	 	 	 	 	 	 	 	 	 	 
350	 	 	 	 	 	 	253.13594	0.90553	 	199.27673	649.59033	 	 	 	 	 	 	 	 	 	 	 	 	 
351	 	 	 	 	 	 	252.31363	0.9045454	 	199.62396	649.57605	 	 	 	 	 	 	 	 	 	 	 	 	 
352	 	 	 	 	 	 	251.91176	0.9027149	 	199.84547	649.43134	 	 	 	 	 	 	 	 	 	 	 	 	 
353	 	 	 	 	 	 	253.13594	0.90553	 	200.2082	649.3567	 	 	 	 	 	 	 	 	 	 	 	 	 
354	 	 	 	 	 	 	252.31363	0.9045454	 	200.47925	649.5	 	 	 	 	 	 	 	 	 	 	 	 	 
355	 	 	 	 	 	 	252.66592	0.92152464	 	200.80595	649.72174	 	 	 	 	 	 	 	 	 	 	 	 	 
356	 	 	 	 	 	 	252.1036	0.9099099	 	201.10353	649.5999	 	 	 	 	 	 	 	 	 	 	 	 	 
357	 	 	 	 	 	 	252.05803	0.9151786	 	201.3858	649.8241	 	 	 	 	 	 	 	 	 	 	 	 	 
358	 	 	 	 	 	 	251.67857	0.91071427	 	201.66269	649.6751	 	 	 	 	 	 	 	 	 	 	 	 	 
359	 	 	 	 	 	 	251.46902	0.9159292	 	201.94298	649.77594	 	 	 	 	 	 	 	 	 	 	 	 	 
360	 	 	 	 	 	 	252.24222	0.9222222	 	202.30757	649.7446	 	 	 	 	 	 	 	 	 	 	 	 	 
361	 	 	 	 	 	 	251.08928	0.90178573	 	202.62038	649.7572	 	 	 	 	 	 	 	 	 	 	 	 	 
362	 	 	 	 	 	 	251.2991	0.90625	 	202.94081	649.9684	 	 	 	 	 	 	 	 	 	 	 	 	 
363	 	 	 	 	 	 	251.5045	0.9009009	 	203.28781	650.06244	 	 	 	 	 	 	 	 	 	 	 	 	 
364	 	 	 	 	 	 	252.6892	0.9189189	 	203.65494	649.95056	 	 	 	 	 	 	 	 	 	 	 	 	 
365	 	 	 	 	 	 	251.92728	0.9	 	203.90102	650.02997	 	 	 	 	 	 	 	 	 	 	 	 	 
366	 	 	 	 	 	 	252.73395	0.9036697	 	204.23245	649.8561	 	 	 	 	 	 	 	 	 	 	 	 	 
367	 	 	 	 	 	 	252.3091	0.9045454	 	204.53952	650.04205	 	 	 	 	 	 	 	 	 	 	 	 	 
368	 	 	 	 	 	 	252.71461	0.9063927	 	204.93915	650.13086	 	 	 	 	 	 	 	 	 	 	 	 	 
369	 	 	 	 	 	 	251.9036	0.91255605	 	205.15482	650.12134	 	 	 	 	 	 	 	 	 	 	 	 	 
370	 	 	 	 	 	 	251.28223	0.9088889	 	205.57536	650.18024	 	 	 	 	 	 	 	 	 	 	 	 	 
371	 	 	 	 	 	 	252.48198	0.9144144	 	205.79495	650.2253	 	 	 	 	 	 	 	 	 	 	 	 	 
372	 	 	 	 	 	 	251.26106	0.91150445	 	206.20232	650.26996	 	 	 	 	 	 	 	 	 	 	 	 	 
373	 	 	 	 	 	 	251.46902	0.9159292	 	206.501	650.218	 	 	 	 	 	 	 	 	 	 	 	 	 
374	 	 	 	 	 	 	251.26106	0.91150445	 	206.8716	650.37415	 	 	 	 	 	 	 	 	 	 	 	 	 
375	 	 	 	 	 	 	252.42035	0.9292035	 	207.08788	650.43134	 	 	 	 	 	 	 	 	 	 	 	 	 
376	 	 	 	 	 	 	250.26419	0.9104803	 	207.54935	650.504	 	 	 	 	 	 	 	 	 	 	 	 	 
377	 	 	 	 	 	 	251.06828	0.9140969	 	207.74297	650.4769	 	 	 	 	 	 	 	 	 	 	 	 	 
378	 	 	 	 	 	 	252.08296	0.91255605	 	208.09013	650.3923	 	 	 	 	 	 	 	 	 	 	 	 	 
379	 	 	 	 	 	 	252.05803	0.9151786	 	208.47911	650.698	 	 	 	 	 	 	 	 	 	 	300.66364	670.2182	 
380	 	 	 	 	 	 	252.71461	0.9063927	 	208.85464	650.5959	 	 	 	 	 	 	 	 	 	 	301.30695	670.56433	 
381	 	 	 	 	 	 	253.34186	0.9	 	209.14612	650.7634	 	 	 	 	 	 	 	 	 	 	301.35513	670.3925	 
382	 	 	 	 	 	 	253.7258	0.9147465	 	209.52498	650.7008	 	 	 	 	 	 	 	 	 	 	301.31094	670.699	 
383	 	 	 	 	 	 	252.53687	0.89631337	 	209.81157	650.8017	 	 	 	 	 	 	 	 	 	 	301.50906	669.72174	 
384	 	 	 	 	 	 	252.70815	0.91628957	 	210.22493	650.80286	 	 	 	 	 	 	 	 	 	 	301.35437	670.5243	 
385	 	 	 	 	 	 	252.06502	0.91255605	 	210.56126	650.88635	 	 	 	 	 	 	 	 	 	 	301.51376	669.73395	 
386	 	 	 	 	 	 	251.10089	0.89910316	 	210.95654	650.82666	 	 	 	 	 	 	 	 	 	 	301.68225	670.3818	 
387	 	 	 	 	 	 	251.60043	0.9279476	 	211.16602	651.0478	 	 	 	 	 	 	 	 	 	 	301.47684	670.2361	 
388	 	 	 	 	 	 	249.86087	0.90869564	 	211.59415	651.0372	 	 	 	 	 	 	 	 	 	 	301.62796	670.14453	 
389	 	 	 	 	 	 	251.56956	0.93043476	 	211.94095	651.0443	 	 	 	 	 	 	 	 	 	 	301.29822	669.82733	 
390	 	 	 	 	 	 	250.55983	0.93162394	 	212.21626	651.0	 	 	 	 	 	 	 	 	 	 	301.63107	670.31067	 
391	 	 	 	 	 	 	251.77391	0.9347826	 	212.68701	651.28	 	 	 	 	 	 	 	 	 	 	301.42627	670.1129	 
392	 	 	 	 	 	 	250.60776	0.92672414	 	213.05089	651.2427	 	 	 	 	 	 	 	 	 	 	301.57907	670.1	 
393	 	 	 	 	 	 	251.04825	0.9166667	 	213.344	651.312	 	 	 	 	 	 	 	 	 	 	301.02942	670.9167	 
394	 	 	 	 	 	 	251.91176	0.9027149	 	213.64201	651.14545	 	 	 	 	 	 	 	 	 	 	300.9861	670.5139	 
395	 	 	 	 	 	 	253.32568	0.91284406	 	214.1109	651.2549	 	 	 	 	 	 	 	 	 	 	301.32553	669.5723	 
396	 	 	 	 	 	 	252.73395	0.9036697	 	214.37819	651.2004	 	 	 	 	 	 	 	 	 	 	 	 	 

Track 	Length	Distance traveled	Nr of Frames
1	12.704824	5.537261	98
2	72.616104	1.382347	153
3	426.04172	93.8787	295
4	1218.183	605.0746	295
5	4.526997	0.15891287	11
6	6.645182	0.9121401	20
7	6.1944065	0.49610278	17
8	8.810073	0.92480224	17
