Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6
Tracks 1 to 6
216	190.86865	4.951379	 	162.8	638.39545	 	 	 	 	 	 	 	 	 	 	 	 	 
217	189.76715	4.6153283	 	162.47104	637.85974	 	 	 	 	 	 	 	 	 	 	 	 	 
218	191.6697	4.637879	 	162.27522	637.685	 	 	 	 	 	 	 	 	 	 	 	 	 
219	192.15778	4.424647	 	162.121	637.7131	 	 	 	 	 	 	 	 	 	 	 	 	 
220	191.99074	4.3240743	 	161.89485	638.20044	 	 	 	 	 	 	 	 	 	 	 	 	 
221	192.0	4.0712123	 	161.59834	639.0991	 	 	 	 	 	 	 	 	 	 	 	 	 
222	190.25146	3.7617648	 	161.36734	643.3737	 	 	 	 	 	 	 	 	 	 	 	 	 
223	162.97426	4.3909316	 	161.07423	644.72577	 	 	 	 	 	 	 	 	 	 	 	 	 
224	162.92963	4.369136	 	160.82422	645.9683	 	 	 	 	 	 	 	 	 	 	 	 	 
225	165.415	3.80875	 	160.51242	646.13104	 	 	 	 	 	 	 	 	 	 	 	 	 
226	167.12468	3.5165393	 	160.1683	646.0129	 	 	 	 	 	 	 	 	 	 	 	 	 
227	167.38655	3.3509235	 	159.89877	645.8378	 	 	 	 	 	 	 	 	 	 	 	 	 
228	166.31078	3.4088397	 	159.7176	645.9083	 	 	 	 	 	 	 	 	 	 	 	 	 
229	166.05177	3.4078014	 	159.4011	646.1923	 	 	 	 	 	 	 	 	 	 	 	 	 
230	165.81563	3.4056046	 	159.18472	646.0825	 	 	 	 	 	 	 	 	 	 	 	 	 
231	164.68788	3.4409938	 	158.94034	646.1187	 	 	 	 	 	 	 	 	 	 	 	 	 
232	213.25179	2.0871122	 	158.6687	646.0257	 	 	 	 	 	 	 	 	 	 	 	 	 
233	217.22179	1.8753281	 	158.49753	646.01794	 	 	 	 	 	 	 	 	 	 	 	 	 
234	220.38919	1.6828254	 	158.14426	646.13446	 	 	 	 	 	 	 	 	 	 	 	 	 
235	223.34795	1.4678363	 	157.91228	646.1589	 	 	 	 	 	 	 	 	 	 	 	 	 
236	222.20502	1.2374631	 	157.63776	646.1113	 	 	 	 	 	 	 	 	 	 	 	 	 
237	235.40244	1.141115	 	157.27805	646.1585	 	 	 	 	 	 	 	 	 	 	 	 	 
238	228.7754	0.9885246	 	156.97116	646.1785	 	 	 	 	 	 	 	 	 	 	 	 	 
239	 	 	 	156.68437	646.27167	 	 	 	 	 	 	 	 	 	 	 	 	 
240	 	 	 	156.33333	646.3823	 	 	 	 	 	 	 	 	 	 	 	 	 
241	 	 	 	156.00122	646.4401	 	 	 	 	 	 	 	 	 	 	 	 	 
242	 	 	 	155.66809	646.42395	 	 	 	 	 	 	 	 	 	 	 	 	 
243	 	 	 	155.40742	646.45496	 	 	 	 	 	 	 	 	 	 	 	 	 
244	 	 	 	155.01653	646.42535	 	 	 	 	 	 	 	 	 	 	 	 	 
245	 	 	 	154.7567	646.4063	 	 	 	 	 	 	 	 	 	 	 	 	 
246	 	 	 	154.4755	646.4191	 	 	 	 	 	 	 	 	 	 	 	 	 
247	 	 	 	154.12743	646.55585	 	 	 	 	 	 	 	 	 	 	 	 	 
248	 	 	 	153.8239	646.47534	 	 	 	 	 	 	 	 	 	 	 	 	 
249	 	 	 	153.51096	646.42944	 	 	 	 	 	 	 	 	 	 	 	 	 
250	 	 	 	153.2011	646.387	 	 	 	 	 	 	 	 	 	 	 	 	 
251	 	 	 	152.85394	646.37634	 	 	 	 	 	 	 	 	 	 	 	 	 
252	 	 	 	152.48781	646.42316	 	 	 	 	 	 	 	 	 	 	 	 	 
253	 	 	 	152.09152	646.5824	 	 	 	 	 	 	 	 	 	 	 	 	 
254	 	 	 	151.68338	646.62225	 	 	 	 	 	 	 	 	 	 	 	 	 
255	 	 	 	151.2954	646.6562	 	 	 	 	 	 	 	 	 	 	 	 	 
256	 	 	 	150.85072	646.77185	 	 	 	 	 	 	 	 	 	 	 	 	 
257	 	 	 	150.52788	646.8709	 	 	 	 	 	 	 	 	 	 	 	 	 
258	 	 	 	150.06068	646.9175	 	 	 	 	 	 	 	 	 	 	 	 	 
259	 	 	 	149.72049	646.9651	 	 	 	 	 	 	 	 	 	 	 	 	 
260	 	 	 	149.30025	646.94434	 	 	 	 	 	 	 	 	 	 	 	 	 
261	 	 	 	148.97101	646.9553	 	 	 	 	 	 	 	 	 	 	 	 	 
262	 	 	 	148.625	646.91504	 	 	 	 	 	 	 	 	 	 	 	 	 
263	 	 	 	148.1787	646.9741	 	 	 	 	 	 	 	 	 	 	 	 	 
264	 	 	 	147.78915	646.93256	 	 	 	 	 	 	 	 	 	 	 	 	 
265	 	 	 	147.38675	646.9651	 	 	 	 	 	 	 	 	 	 	 	 	 
266	 	 	 	146.94014	646.9268	 	 	 	 	 	 	 	 	 	 	 	 	 
267	 	 	 	146.59409	646.97046	 	 	 	 	 	 	 	 	 	 	 	 	 
268	 	 	 	146.1727	646.9541	 	 	 	 	 	 	 	 	 	 	 	 	 
269	 	 	 	145.71634	647.0469	 	 	 	 	 	 	 	 	 	 	 	 	 
270	 	 	 	145.24849	647.09564	 	 	 	 	 	 	 	 	 	 	 	 	 
271	 	 	 	144.85904	647.1566	 	 	 	 	 	 	 	 	 	 	 	 	 
272	 	 	 	144.32593	647.2371	 	 	 	 	 	 	 	 	 	 	 	 	 
273	 	 	 	143.96338	647.2635	 	 	 	 	 	 	 	 	 	 	 	 	 
274	 	 	 	143.50961	647.40265	 	 	 	 	 	 	 	 	 	 	 	 	 
275	 	 	 	143.04106	647.3623	 	 	 	 	 	 	 	 	 	 	 	 	 
276	 	 	 	142.66019	647.3762	 	 	 	 	 	 	 	 	 	 	 	 	 
277	 	 	 	142.2695	647.35236	 	 	 	 	 	 	 	 	 	 	 	 	 
278	 	 	 	141.95978	647.2935	 	 	 	 	 	 	 	 	 	 	 	 	 
279	 	 	 	141.58524	647.30554	 	 	 	 	 	 	 	 	 	 	 	 	 
280	 	 	 	141.19435	647.2858	 	 	 	 	 	 	 	 	 	 	 	 	 
281	 	 	 	140.83655	647.25635	 	 	 	 	 	 	 	 	 	 	 	 	 
282	 	 	 	140.42642	647.1948	 	 	 	 	 	 	 	 	 	 	 	 	 
283	 	 	 	140.02745	647.2971	 	 	 	 	 	 	 	 	 	 	 	 	 
284	 	 	 	139.6482	647.16504	 	 	 	 	 	 	 	 	 	 	 	 	 
285	 	 	 	139.2148	647.4025	 	 	 	 	 	 	 	 	 	 	 	 	 
286	 	 	 	138.8483	647.36896	 	 	 	 	 	 	 	 	 	 	 	 	 
287	 	 	 	138.34178	647.3249	 	165.82538	3.14859	 	 	 	 	 	 	 	 	 	 
288	 	 	 	137.97722	647.4101	 	166.09395	3.1414688	 	 	 	 	 	 	 	 	 	 
289	 	 	 	137.52036	647.5108	 	167.52795	2.9473119	 	 	 	 	 	 	 	 	 	 
290	 	 	 	137.0913	647.6161	 	169.4375	2.5948277	 	 	 	 	 	 	 	 	 	 
