Frame,X1,Y1,Flag1,X2,Y2,Flag2,X3,Y3,Flag3,X4,Y4,Flag4,X5,Y5,Flag5
195,142.54475,650.9616,165.57397,0.7270408,,,,,,,,,,,
196,142.28741,651.0346,165.89433,0.71907216,,,,,,,,,,,
197,142.04546,650.9154,166.38744,0.7068063,,,,,,,,,,,
198,141.73009,650.9779,167.30533,0.692,,,,,,,,,,,
199,141.51517,651.08405,167.71925,0.6898396,,,,,,,,,,,
200,141.40416,651.23517,167.13396,0.6962865,,,,,,,,,,,
201,141.29974,651.14105,166.89894,0.69414896,,,,,,,,,,,
202,141.06908,651.2313,168.27718,0.67663044,,,,,,,,,,,
203,140.76044,651.146,169.50836,0.6559889,,,,,,,,,,,
204,140.58302,651.18677,170.39548,0.6440678,,,,,,,,,,,
205,140.45363,651.2293,170.17416,0.6488764,,,,,,,,,,,
206,140.26633,651.3392,168.46721,0.6721311,,,,,,,,,,,
207,140.04831,651.3745,168.56183,0.6854839,,,,,,,,,,,
208,139.7741,651.4074,167.48392,0.68766755,,,,,,,,,,,
209,139.40727,651.4286,167.90323,0.6854839,,,,,,,,,,,
210,139.19739,651.45514,167.71925,0.6898396,,,,,,,,,,,
211,139.01128,651.6103,166.32585,0.7005277,,,,,,,,,,,
212,138.7933,651.5923,165.94757,0.7250639,,,,,,,,,,,
213,138.64806,651.59534,164.99234,0.7270408,,,,,,,,,,,
214,138.39236,651.5989,166.05699,0.7150259,,,,,,,,,,,
215,138.1416,651.6353,166.73016,0.6984127,,,,,,,,,,,
216,137.87811,651.6455,168.33289,0.6832884,,,,,,,,,,,
217,137.68124,651.6863,168.75676,0.68108106,,,,,,,,,,,
218,137.5512,651.68854,167.48392,0.68766755,,,,,,,,,,,
219,137.28043,651.6368,168.08379,0.68108106,,,,,,,,,,,
220,137.17714,651.6407,169.80579,0.6652893,,,,,,,,,,,
221,136.82205,651.6454,170.1854,0.6488764,,,,,,,,,,,
222,136.63092,651.81793,170.47778,0.65833336,,,,,,,,,,,
223,136.40863,651.7916,168.08919,0.68108106,,,,,,,,,,,
224,136.2394,652.0823,166.95383,0.7005277,,,,,,,,,,,
225,135.96883,652.0399,166.60966,0.70887727,,,,,,,,,,,
226,135.69427,652.16626,166.78609,0.70472443,,,,,,,,,,,
227,135.43765,652.0212,166.78871,0.70472443,,,,,,,,,,,
228,135.19727,652.1129,167.59235,0.7005277,,,,,,,,,,,
229,135.00682,652.1518,166.22136,0.7109375,,,,,,,,,,,
230,134.86972,652.1886,166.26744,0.71705425,,,,,,,,,,,
231,134.63564,652.2682,166.05699,0.7150259,,,,,,,,,,,
232,134.3094,652.3255,166.89894,0.69414896,,,,,,,,,,,
233,134.16087,652.254,170.28905,0.669863,,,,,,,,,,,
234,133.90347,652.23145,170.50551,0.6652893,,,,,,,,,,,
235,133.7117,652.2933,168.71254,0.6743869,,,,,,,,,,,
236,133.62129,652.3243,168.3275,0.6832884,,,,,,,,,,,
237,133.42601,652.34955,167.85773,0.6788618,,,,,,,,,,,
238,133.06967,652.33105,168.47267,0.6721311,,,,,,,,,,,
239,132.84814,652.35187,170.26244,0.6629834,,,,,,,,,,,
240,132.6597,652.43243,168.47267,0.6721311,,,,,,,,,,,
241,132.43704,652.52716,167.07486,0.6898396,,,,,,,,,,,
242,132.26819,652.5555,167.1842,0.7026316,,,,,,,,,,,
243,132.0693,652.5978,166.78084,0.70472443,,,,,,,,,,,
244,131.75647,652.65045,166.55527,0.7026316,,,,,,,,,,,
245,131.55438,652.6236,168.36899,0.6898396,,,,,,,,,,,
246,131.2503,652.7153,167.36243,0.6984127,,,,,,,,,,,
247,131.12546,652.78644,166.78084,0.70472443,,,,,,,,,,,
248,130.9251,652.90076,166.3953,0.7068063,,,,,,,,,,,
249,130.65648,652.8484,167.76526,0.6962865,,,,,,,,,,,
250,130.39793,652.94836,168.08379,0.68108106,,,,,,,,,,,
251,130.266,652.8559,169.80579,0.6652893,,,,,,,,,,,
252,130.046,652.9123,169.37363,0.6675824,,,,,,,,,,,
253,129.85487,653.0341,170.07494,0.6743869,,,,,,,,,,,
254,129.6545,653.0839,169.63586,0.67663044,,,,,,,,,,,
255,129.34474,653.07825,170.04396,0.6675824,,,,,,,,,,,
256,129.05704,653.2451,169.83879,0.6721311,,,,,,,,,,,
257,128.81981,653.2429,169.63858,0.67663044,,,,,,,,,,,
258,128.59325,653.32947,167.71925,0.6898396,,,,,,,,,,,
259,128.42458,653.33453,167.17894,0.7026316,,,,,,,,,,,
260,128.08865,653.37695,167.1842,0.7026316,,,,,,,,,,,
261,127.877266,653.38995,167.78117,0.6962865,,,,,,,,,,,
262,127.61879,653.48425,148.32799,0.9036697,,,,,,,,,,,
263,127.34166,653.54626,116.81606,1.7314335,,,,,,,,,,,
264,127.20452,653.57324,114.49504,2.7528925,,,,,,,,,,,
265,126.993286,653.5659,116.253334,3.8616667,,,,,,,,,,,
266,126.76909,653.64545,116.553246,4.920965,,,,,,,,,,,
267,126.48434,653.6735,114.177,6.291191,,,,,,,,,,,
268,126.17835,653.6451,112.342606,7.689189,,,,,,,,,,,
269,125.87081,653.6878,110.09601,8.570661,,,,,,,,,,,
270,125.66407,653.8509,102.63231,9.089136,,,,,,,,,,,
271,125.452095,653.87366,91.09904,9.816927,,,,,,,,,,,
272,125.15986,653.8786,124.97206,2.3824663,35.69014,27.936619,,,,,,,,,
273,124.93062,653.88635,123.854965,3.0801528,34.772728,31.26,,,,,,,,,
274,124.661446,654,122.406364,3.7771535,33.183636,34.758183,,,,,,,,,
275,124.29833,654.0024,119.399284,4.476619,32.566147,37.846302,,,,,,,,,
276,124.10048,654.0825,117.072174,5.193913,31.84717,40.66604,,,,,,,,,
277,123.83533,654.2437,116.86097,5.6968913,31.204725,43.586613,,,,,,,,,
278,123.65192,654.2297,114.28078,6.4831367,29.46,46.956,,,,,,,,,
279,123.27844,654.3515,28.55668,49.6498,165.31654,0.71705425,,,,,,,,,
280,123.03644,654.3172,27.675,52.283333,168.18883,0.69414896,,,,,,,,,
281,122.75745,654.4142,26.706896,54.99569,168.35829,0.6898396,,,,,,,,,
282,122.56348,654.3479,25.563927,57.66895,167.48392,0.68766755,,,,,,,,,
283,122.24583,654.574,24.569767,60.16977,168.3275,0.6832884,,,,,,,,,
284,122.000595,654.5703,23.54327,62.682693,168.28532,0.67663044,,,,,,,,,
285,121.725655,654.57837,22.515,65.14,169.153,0.6721311,,,,,,,,,
286,121.38599,654.6021,170.69553,0.65363127,,,,,,,,,,,
287,121.18047,654.5698,170.5,0.6652893,,,,,,,,,,,
288,120.94653,654.7068,169.19106,0.6788618,,,,,,,,,,,
,,,,,,,,,,,,,,,
Track,Length,Distance,traveled,Nr,of,Frames,,,,,,,,,
1,52.551563,5.858314,103,,,,,,,,,,,,
2,887.1131,613.5964,260,,,,,,,,,,,,
3,245.85002,54.952095,143,,,,,,,,,,,,
4,39.60898,39.467403,14,,,,,,,,,,,,
5,8.717775,3.8747,10,,,,,,,,,,,,
