Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9	X10	Y10	Flag10	X11	Y11	Flag11	X12	Y12	Flag12	X13	Y13	Flag13	X14	Y14	Flag14	X15	Y15	Flag15
Tracks 1 to 15
117	138.53473	567.2552	 	 	 	 	1.3920265	548.5914	 	140.22263	15.816301	 	311.13046	344.17413	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118	138.36482	564.54504	 	 	 	 	1.4063004	546.84894	 	140.205	15.7025	 	311.1528	344.49014	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
119	138.37282	562.20734	 	 	 	 	1.403537	545.46625	 	140.28304	15.375312	 	311.15604	345.07144	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120	138.20396	560.2573	 	 	 	 	1.3608247	548.87115	 	140.68564	15.344059	 	311.11386	344.33002	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121	138.16667	558.5206	 	 	 	 	1.3679246	549.2238	 	140.8145	15.269042	 	311.10626	343.3021	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
122	138.1409	557.08075	 	 	 	 	1.3797364	547.3682	 	140.67079	15.155941	 	311.1294	343.46698	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
123	138.17418	556.07886	 	 	 	 	1.4183674	545.2143	 	140.7356	14.913534	 	311.1678	342.84442	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
124	138.10204	555.2483	 	 	 	 	1.4204369	543.4111	 	141.12973	14.875315	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
125	137.94751	554.6945	 	 	 	 	1.4064516	546.2887	 	141.2868	14.713198	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
126	137.8157	554.5819	 	 	 	 	1.3797997	547.2646	 	141.08914	14.55168	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
127	137.8202	554.6695	 	 	 	 	1.3919804	546.28235	 	141.39487	14.5487175	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128	137.88225	555.2577	 	 	 	 	1.4190031	543.8816	 	141.60553	14.344221	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
129	137.8069	556.08105	 	 	 	 	1.4193798	543.4597	 	141.68274	14.093908	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130	137.64706	557.25085	 	 	 	 	1.4069021	545.5305	 	141.63179	13.913437	 	 	 	 	311.15604	343.88242	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131	137.63368	558.59546	 	 	 	 	1.3754209	549.1633	 	141.74808	13.727621	 	 	 	 	311.12115	344.81216	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
132	137.53098	560.25903	 	 	 	 	1.364494	549.7161	 	142.0282	13.671795	 	 	 	 	311.11087	343.7385	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
133	137.48613	562.2504	 	 	 	 	1.3608247	549.8952	 	141.87173	13.534032	 	 	 	 	311.10983	343.58997	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
134	137.5052	564.59375	 	 	 	 	1.3781726	549.1481	 	141.88643	13.238903	 	 	 	 	311.1213	342.4504	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
135	137.3313	567.2861	 	 	 	 	1.3791391	547.7798	 	142.41774	13.232648	 	 	 	 	311.13452	343.02518	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
136	137.4193	570.0842	 	 	 	 	1.3933765	546.4887	 	142.21318	12.990956	 	 	 	 	311.13684	343.85236	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
137	137.2452	573.2644	 	 	 	 	1.3945634	547.5181	 	142.46373	12.898964	 	 	 	 	311.14078	345.596	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138	137.20494	576.90106	 	 	 	 	1.3703704	548.6532	 	142.62854	12.713367	 	 	 	 	311.1263	345.086	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
139	137.18672	580.808	 	 	 	 	1.3686869	547.34344	 	142.30052	12.531496	 	 	 	 	311.12766	344.73297	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140	137.20871	584.9192	 	 	 	 	1.4201277	545.83704	 	142.709	12.39418	 	 	 	 	311.1608	344.64316	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141	137.24467	589.32623	 	 	 	 	1.4242424	541.547	 	142.94504	12.301609	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
142	137.23524	594.02057	 	 	 	 	1.4227272	542.6152	 	143.08311	12.193932	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
143	137.04317	599.0737	 	 	 	 	1.4036918	545.9623	 	142.70479	12.039893	 	 	 	 	 	 	 	311.1568	345.4616	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
144	136.88644	604.53845	 	 	 	 	1.356176	547.6777	 	143.19272	11.861186	 	 	 	 	 	 	 	311.11618	345.49158	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
145	136.84926	610.3254	 	 	 	 	1.3822554	548.3607	 	143.22629	11.678862	 	 	 	 	 	 	 	311.13074	344.81696	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
146	136.8941	616.3361	 	 	 	 	1.4113925	545.57434	 	143.10382	11.551912	 	 	 	 	 	 	 	311.1597	344.12775	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
147	136.8859	622.5334	 	 	 	 	1.4191759	545.25275	 	143.57446	11.308511	 	 	 	 	 	 	 	311.16113	344.0692	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148	136.79825	629.75085	 	 	 	 	1.3855722	548.4005	 	143.38379	11.135135	 	 	 	 	 	 	 	311.13208	344.2754	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
149	136.63153	637.08685	 	 	 	 	1.3631579	551.02106	 	143.79863	10.784931	 	 	 	 	 	 	 	311.09424	342.48248	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150	136.50659	644.56464	 	 	 	 	1.3450705	551.1232	 	144.09401	10.502725	 	 	 	 	 	 	 	311.08896	343.90186	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151	136.63968	639.2635	 	 	 	 	1.3737202	549.6826	 	144.54839	10.241936	 	 	 	 	 	 	 	311.11176	344.35416	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
152	136.8264	636.1064	 	 	 	 	1.4098228	546.3776	 	144.6102	9.96281	 	 	 	 	 	 	 	311.14923	344.96405	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
153	136.8474	633.0812	 	 	 	 	1.4131122	544.21405	 	144.85083	9.660221	 	 	 	 	 	 	 	311.1678	344.21777	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
154	136.9062	630.61584	 	 	 	 	1.4048387	546.4145	 	144.95706	9.516621	 	 	 	 	 	 	 	311.15137	344.39288	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
155	136.8822	628.30066	 	 	 	 	1.3745705	549.6031	 	145.28409	9.079545	 	 	 	 	 	 	 	311.1175	343.48947	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
156	136.88167	626.2317	 	 	 	 	1.382747	548.62396	 	145.22882	8.966102	 	 	 	 	 	 	 	311.12607	345.70023	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
157	137.08362	624.5151	 	 	 	 	1.410518	544.2159	 	145.57649	8.567988	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158	137.15646	623.39624	 	 	 	 	1.4538691	541.8393	 	145.61208	8.425287	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
159	137.25839	622.39264	 	 	 	 	1.4212121	542.51215	 	145.6884	8.32029	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160	137.10304	621.7652	 	 	 	 	1.3996816	545.4618	 	145.57289	8.188046	 	 	 	 	 	 	 	 	 	 	311.15717	344.53943	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161	137.03368	621.47644	 	 	 	 	1.3726655	548.2063	 	145.43135	7.8820896	 	 	 	 	 	 	 	 	 	 	311.13007	345.90405	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
162	137.0777	621.4696	 	 	 	 	1.3620102	549.60565	 	145.35016	7.67737	 	 	 	 	 	 	 	 	 	 	311.11215	345.40253	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
163	137.18687	621.7845	 	 	 	 	1.3733333	547.25836	 	145.26923	7.503077	 	 	 	 	 	 	 	 	 	 	311.131	345.2369	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
164	137.28056	622.4464	 	 	 	 	1.3923328	545.9062	 	145.29938	7.3589344	 	 	 	 	 	 	 	 	 	 	311.14108	345.10107	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
165	137.28305	623.5034	 	 	 	 	1.4029126	546.22815	 	145.32903	7.051613	 	 	 	 	 	 	 	 	 	 	311.1493	344.86917	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
166	137.35738	624.6208	 	 	 	 	1.3764415	548.18207	 	145.62703	6.8257327	 	 	 	 	 	 	 	 	 	 	311.12912	345.68277	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
167	137.30905	626.16833	 	 	 	 	1.3513986	550.4161	 	145.27557	6.5	 	 	 	 	 	 	 	 	 	 	311.09753	343.52167	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168	137.35431	628.10596	 	 	 	 	1.3511384	551.33014	 	145.76334	6.2066665	 	 	 	 	 	 	 	 	 	 	311.0847	343.25305	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
169	137.41914	630.3218	 	 	 	 	1.3768971	547.84064	 	145.878	5.967354	 	 	 	 	 	 	 	 	 	 	311.1246	344.9634	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170	137.56352	632.9088	 	 	 	 	1.4291339	545.5331	 	146.12936	5.6153846	 	 	 	 	 	 	 	 	 	 	311.1663	344.07095	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171	137.68182	635.6526	 	 	 	 	1.42604	543.4353	 	145.87729	5.474359	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
172	137.64035	638.8349	 	 	 	 	1.4190476	545.50635	 	145.84866	5.185824	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
173	137.62616	644.31274	 	 	 	 	1.375	546.5417	 	145.75969	4.8643413	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
174	137.78516	643.93494	 	 	 	 	1.3921568	547.2353	 	145.54564	4.599585	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
175	137.88785	639.5234	 	 	 	 	1.4086614	543.1504	 	145.38185	4.5168777	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
176	138.05923	637.8934	 	 	 	 	1.42911	542.2149	 	145.11948	4.238938	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
177	138.18204	636.94037	 	 	 	 	1.4226006	543.5743	 	145.0	4.03211	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
178	138.12123	635.92633	 	 	 	 	1.3741611	548.4379	 	144.16502	3.8497536	 	 	 	 	 	 	 	 	 	 	 	 	 	311.12738	345.68576	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
179	138.17676	635.3344	 	 	 	 	1.3484321	549.66205	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.09793	344.1165	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
180	138.30128	635.15063	 	 	 	 	1.3613014	549.3253	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.11215	346.04507	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
181	138.41547	635.23206	 	 	 	 	1.3887043	547.34216	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.1394	344.2266	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
182	138.59904	635.84985	 	 	 	 	1.3959349	547.32117	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.14255	344.43088	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
183	138.7914	636.5159	 	 	 	 	1.3824503	546.74005	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.13452	344.6179	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
184	138.76349	637.3571	 	 	 	 	1.3716216	548.24664	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.1213	344.2078	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
185	138.88802	638.69244	 	 	 	 	1.369191	549.4501	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.11578	344.8158	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
186	139.00919	643.16797	 	 	 	 	1.3716216	547.9848	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.12354	345.64954	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
187	139.13684	644.72766	 	 	 	 	1.4052969	546.48236	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.1546	343.75876	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
188	139.39777	644.7503	 	 	 	 	1.4210925	541.9173	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
189	139.51051	643.79175	 	 	 	 	1.4314024	542.1418	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
190	139.49475	643.1544	 	 	 	 	1.4064976	544.8788	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
191	139.54128	642.8356	 	 	 	 	1.3777219	547.4263	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
192	139.67041	643.0337	 	 	 	 	1.3702163	547.2438	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
193	139.86412	643.5976	 	 	 	 	1.4121406	545.2444	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
194	140.02264	644.22186	 	 	 	 	1.4243827	543.7778	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
195	140.05026	644.7738	 	 	 	 	1.4165354	544.9063	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.1663	344.094	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
196	140.00131	644.78235	 	 	 	 	1.3722689	549.0597	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.1213	344.80484	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
197	139.98819	644.5801	 	 	 	 	1.3503522	551.419	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.0918	343.53796	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
198	140.12663	644.6162	 	 	 	 	1.3596187	549.6854	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.10498	345.60916	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
199	140.3089	644.75525	 	 	 	 	1.3852459	546.9262	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.1386	345.47195	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
200	140.37827	644.79974	 	 	 	 	1.4116719	545.5189	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.15424	344.6471	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
201	140.33795	644.71344	 	 	 	 	1.3954248	546.76794	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.14316	345.8655	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
202	140.32129	644.57886	 	 	 	 	1.3762542	548.4933	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.12766	345.59573	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
203	140.29315	644.49207	 	 	 	 	1.3654174	548.2291	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.12872	345.3596	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
204	140.3607	644.5657	 	 	 	 	1.3949097	547.0944	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.14255	345.31534	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
205	140.40144	644.6564	 	 	 	 	1.4175911	544.92	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.1741	345.1473	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
206	140.41383	644.7493	 	 	 	 	1.4197531	542.7068	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
207	140.31021	644.6178	 	 	 	 	1.4265625	544.0641	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
208	140.12779	644.6258	 	 	 	 	1.3885245	546.09674	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
209	140.00592	644.5815	 	 	 	 	1.3754153	547.56647	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
210	139.91754	644.7605	 	 	 	 	1.3918033	546.8803	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
211	139.9171	644.86316	 	 	 	 	1.4028662	546.0191	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
212	139.83508	644.9363	 	 	 	 	1.427559	544.89056	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
213	139.56937	644.8495	 	 	 	 	1.3876221	546.3111	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.15173	344.43887	 	 	 	 	 	 	 	 	 	 	 	 	 
214	139.39948	644.923	 	 	 	 	1.3600682	548.9249	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.11047	345.28638	 	 	 	 	 	 	 	 	 	 	 	 	 
215	139.31569	644.9667	 	 	 	 	1.3453428	549.5246	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.0924	343.90863	 	 	 	 	 	 	 	 	 	 	 	 	 
216	139.27864	645.04425	 	 	 	 	1.3745763	548.68646	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.11618	344.91956	 	 	 	 	 	 	 	 	 	 	 	 	 
217	139.22404	645.0506	 	 	 	 	1.408347	547.2267	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.14783	343.9163	 	 	 	 	 	 	 	 	 	 	 	 	 
218	139.19554	645.0512	 	 	 	 	1.4027113	546.9418	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.15677	344.19418	 	 	 	 	 	 	 	 	 	 	 	 	 
219	138.97182	644.9692	 	 	 	 	1.388707	547.19556	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.1386	344.61758	 	 	 	 	 	 	 	 	 	 	 	 	 
220	138.77023	645.0078	 	 	 	 	1.3670033	548.8401	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.12155	346.50528	 	 	 	 	 	 	 	 	 	 	 	 	 
221	138.71756	644.95874	 	 	 	 	1.3756303	548.63446	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.13315	345.35776	 	 	 	 	 	 	 	 	 	 	 	 	 
222	138.67386	644.9667	 	 	 	 	1.4088	545.2888	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.1608	346.19052	 	 	 	 	 	 	 	 	 	 	 	 	 
223	138.63838	644.9739	 	 	 	 	1.4214176	543.00385	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
224	138.47276	644.9955	 	 	 	 	1.4246154	543.33386	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
225	138.2927	644.9589	 	 	 	 	1.4092357	545.9252	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.16483	345.83298	 	 	 	 	 	 	 	 	 	 
226	138.08224	644.93475	 	 	 	 	1.3883415	547.58374	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.14008	345.2446	 	 	 	 	 	 	 	 	 	 
227	137.96144	645.03204	 	 	 	 	1.3824503	548.28644	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.1318	345.6601	 	 	 	 	 	 	 	 	 	 
228	137.90523	645.03723	 	 	 	 	1.393617	547.23486	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.13763	345.243	 	 	 	 	 	 	 	 	 	 
229	137.85808	645.0755	 	 	 	 	1.4036918	546.6862	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.15207	344.17944	 	 	 	 	 	 	 	 	 	 
230	137.76753	645.02466	 	 	 	 	1.4029126	545.99835	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.14636	344.2889	 	 	 	 	 	 	 	 	 	 
231	137.52737	645.0124	 	 	 	 	1.3844221	548.5737	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.12845	345.0276	 	 	 	 	 	 	 	 	 	 
232	137.42308	645.0189	 	 	 	 	1.3664384	550.85614	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.1	344.92383	 	 	 	 	 	 	 	 	 	 
233	137.36406	645.0621	 	 	 	 	1.3531952	550.3463	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.10583	344.46768	 	 	 	 	 	 	 	 	 	 
234	137.37761	645.0794	 	 	 	 	1.3877888	547.6733	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.13074	345.0016	 	 	 	 	 	 	 	 	 	 
235	137.34746	645.0567	 	 	 	 	1.4184	545.8408	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.1517	344.60513	 	 	 	 	 	 	 	 	 	 
236	137.33487	645.0321	 	 	 	 	1.4105431	545.15814	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.15643	344.39902	 	 	 	 	 	 	 	 	 	 
237	137.26147	645.0007	 	 	 	 	1.4110032	547.37054	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.14108	345.48593	 	 	 	 	 	 	 	 	 	 
238	137.19101	644.90936	 	 	 	 	1.3836066	547.0033	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.13626	346.6545	 	 	 	 	 	 	 	 	 	 
239	137.1645	644.92395	 	 	 	 	1.3972268	546.7039	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	311.14603	346.285	 	 	 	 	 	 	 	 	 	 
