Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9	X10	Y10	Flag10	X11	Y11	Flag11	X12	Y12	Flag12	X13	Y13	Flag13	X14	Y14	Flag14	X15	Y15	Flag15	X16	Y16	Flag16	X17	Y17	Flag17	X18	Y18	Flag18	X19	Y19	Flag19	X20	Y20	Flag20	X21	Y21	Flag21	X22	Y22	Flag22
85	141.95837	29.115084	 	303.17822	586.1667	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
86	142.10098	29.30878	 	306.55612	539.405	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
87	142.14035	29.499025	 	306.55875	540.0774	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
88	142.13266	29.862488	 	302.91086	587.58484	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
89	142.39438	30.283915	 	306.56186	540.43384	 	 	 	 	 	 	 	 	 	 	295.72552	678.8709	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
90	142.64532	31.039942	 	306.56378	539.8	 	 	 	 	 	 	 	 	 	 	295.28043	678.9689	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91	143.01625	31.931166	 	306.56223	540.0022	 	 	 	 	 	 	 	 	 	 	297.05988	678.2665	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
92	143.33943	32.804226	 	306.5617	540.31635	 	 	 	 	 	 	 	 	 	 	296.66467	678.22455	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
93	143.88496	34.006874	 	306.56723	540.3183	 	 	 	 	 	 	 	 	 	 	296.40436	678.2246	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
94	144.33408	35.20985	 	306.5578	540.31934	 	 	 	 	 	 	 	 	 	 	296.97964	677.64825	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
95	144.91289	36.6115	 	306.5635	541.53174	 	 	 	 	 	 	 	 	 	 	295.6462	678.5994	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
96	145.51111	38.247864	 	306.55548	538.2022	 	 	 	 	 	 	 	 	 	 	295.72418	678.77435	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
97	146.07846	54.006153	*	306.55508	539.5058	 	 	 	 	 	 	 	 	 	 	296.05194	678.52374	 	145.56517	21.489817	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98	146.07657	57.709373	*	306.56448	540.39685	 	 	 	 	 	 	 	 	 	 	295.9517	678.2784	 	146.4375	21.141666	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
99	146.12834	61.655907	*	306.5624	540.2315	 	 	 	 	 	 	 	 	 	 	296.33188	678.1377	 	147.45807	20.732704	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100	146.22627	65.99683	*	306.55548	539.4723	 	 	 	 	 	 	 	 	 	 	296.22754	678.2536	 	148.23334	20.293549	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101	146.33307	70.66373	*	306.56668	540.7638	 	 	 	 	 	 	 	 	 	 	296.1588	678.3853	 	148.92299	19.931671	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
102	146.19342	75.60433	 	303.32437	585.42804	 	 	 	 	 	 	 	 	 	 	 	 	 	150.3406	19.637554	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
103	146.29024	80.815445	 	306.56522	540.25653	 	 	 	 	 	 	 	 	 	 	 	 	 	150.53104	19.24501	 	296.49127	678.2849	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
104	146.29507	86.47705	 	306.56277	539.79956	 	 	 	 	 	 	 	 	 	 	 	 	 	151.7809	19.01236	 	296.03372	678.05615	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
105	146.29834	92.37934	 	306.55194	539.2561	 	 	 	 	 	 	 	 	 	 	 	 	 	152.13513	18.610361	 	296.2555	677.73627	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
106	146.2798	98.513245	 	306.56232	539.242	 	 	 	 	 	 	 	 	 	 	 	 	 	152.93507	18.351936	 	295.68033	678.0082	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
107	146.40588	105.088234	 	306.56656	538.4942	 	 	 	 	 	 	 	 	 	 	 	 	 	153.22897	18.352804	 	296.55115	678.1193	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108	146.36371	111.999146	 	306.56277	540.67975	 	 	 	 	 	 	 	 	 	 	 	 	 	153.80435	18.083525	 	295.59686	678.3547	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
109	146.42427	119.07315	 	306.5558	540.4771	 	 	 	 	 	 	 	 	 	 	 	 	 	153.88228	17.905594	 	296.5452	677.69775	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110	146.36934	126.52962	 	306.5635	539.65295	 	 	 	 	 	 	 	 	 	 	 	 	 	153.81206	17.658392	 	295.84402	678.31635	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111	146.40141	134.42078	 	306.56027	539.96484	 	 	 	 	 	 	 	 	 	 	 	 	 	153.51176	17.551765	 	296.21838	678.10345	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
112	146.475	142.51607	 	306.55975	540.5087	 	 	 	 	 	 	 	 	 	 	 	 	 	153.64285	17.548388	 	296.15598	678.1472	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
113	146.50182	150.93219	 	306.5452	539.3251	 	 	 	 	 	 	 	 	 	 	 	 	 	153.34259	17.488426	 	296.30386	677.43097	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
114	146.5	159.7084	 	306.5607	538.45667	 	 	 	 	 	 	 	 	 	 	 	 	 	153.33488	17.593023	 	296.25	678.1733	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
115	146.52597	168.8358	 	306.54492	539.3565	 	 	 	 	 	 	 	 	 	 	 	 	 	152.79672	17.528038	 	296.31616	678.12115	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
116	146.59811	178.19623	 	306.55667	541.1628	 	 	 	 	 	 	 	 	 	 	 	 	 	152.73732	17.718895	 	296.12866	678.3947	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
117	146.42789	187.98576	 	306.55203	541.00867	 	 	 	 	 	 	 	 	 	 	 	 	 	152.65068	17.91096	 	296.63882	677.7578	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118	146.47505	198.05663	 	306.55316	541.5388	 	 	 	 	 	 	 	 	 	 	 	 	 	152.14587	18.041203	 	296.62286	677.93713	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
119	146.54126	208.46857	 	306.55814	539.6352	 	 	 	 	 	 	 	 	 	 	 	 	 	151.70659	18.031868	 	296.09598	678.0043	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120	146.49408	219.17258	 	306.55804	539.4173	 	 	 	 	 	 	 	 	 	 	 	 	 	151.40486	18.086283	 	296.30286	678.0571	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121	146.52783	230.17395	 	306.56744	541.467	 	 	 	 	 	 	 	 	 	 	 	 	 	150.59091	18.109756	 	296.5431	678.27014	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
122	146.49797	241.4919	 	306.55756	539.8338	 	 	 	 	 	 	 	 	 	 	 	 	 	150.64635	18.27827	 	296.21713	678.02	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
123	146.44867	253.09753	 	306.54962	539.1715	 	 	 	 	 	 	 	 	 	 	 	 	 	149.85747	18.303167	 	296.1533	678.5659	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
124	146.54384	265.0595	 	306.55603	540.523	 	 	 	 	 	 	 	 	 	 	 	 	 	149.8689	18.455555	 	296.38547	677.8492	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
125	146.5169	277.32663	 	303.03882	587.732	 	 	 	 	 	 	 	 	 	 	 	 	 	149.7807	18.546053	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
126	146.5	290.0	 	306.56305	540.54584	 	 	 	 	 	 	 	 	 	 	 	 	 	149.58629	18.542036	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
127	146.46112	302.92548	 	306.56503	539.57513	 	 	 	 	 	 	 	 	 	 	 	 	 	149.5131	18.63537	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128	146.52193	316.1316	 	306.55264	540.09796	 	 	 	 	 	 	 	 	 	 	 	 	 	149.29825	18.554825	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
129	146.45749	329.6432	 	306.555	539.7084	 	 	 	 	 	 	 	 	 	 	 	 	 	149.38495	18.568584	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130	146.46162	343.49548	 	306.56052	540.7709	 	 	 	 	 	 	 	 	 	 	 	 	 	149.24722	18.524391	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131	146.40388	357.65332	 	306.54337	540.09973	 	 	 	 	 	 	 	 	 	 	 	 	 	149.19824	18.488987	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
132	146.34686	372.15894	 	306.5566	540.38824	 	 	 	 	 	 	 	 	 	 	 	 	 	149.25992	18.519823	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
133	146.35579	386.987	 	306.54962	539.61676	 	 	 	 	 	 	 	 	 	 	 	 	 	149.38158	18.47807	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
134	146.2802	401.98068	 	306.55508	541.7015	 	 	 	 	 	 	 	 	 	 	 	 	 	149.41649	18.416483	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
135	146.19756	417.3756	 	303.0561	587.3888	 	 	 	 	 	 	 	 	 	 	 	 	 	149.48235	18.389626	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
136	146.27751	433.0501	 	306.5578	540.0766	 	 	 	 	 	 	 	 	 	 	 	 	 	149.45595	18.385462	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
137	146.35432	449.01852	 	306.55875	539.7149	 	 	 	 	 	 	 	 	 	 	 	 	 	149.46468	18.360928	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138	146.22932	465.36966	 	306.56476	540.8367	 	 	 	 	 	 	 	 	 	 	 	 	 	149.33408	18.356195	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
139	146.22911	481.80634	 	306.559	539.5475	 	 	 	 	 	 	 	 	 	 	 	 	 	149.35715	18.366072	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140	146.22165	498.69073	 	306.5477	540.88873	 	 	 	 	 	 	 	 	 	 	 	 	 	149.46179	18.419102	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141	146.15117	515.7972	 	306.55322	540.7374	 	 	 	 	 	 	 	 	 	 	 	 	 	149.2366	18.377232	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
142	146.18767	533.2349	 	306.57175	539.3221	 	 	 	 	 	 	 	 	 	 	 	 	 	149.17786	18.48434	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
143	146.24124	550.9582	 	306.55295	539.23236	 	 	 	 	 	 	 	 	 	 	 	 	 	149.2216	18.595768	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
144	146.19106	569.023	 	306.55984	541.57886	 	 	 	 	 	 	 	 	 	 	 	 	 	148.91164	18.694632	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
145	146.17639	587.23474	 	302.71487	588.2507	 	 	 	 	 	 	 	 	 	 	 	 	 	148.82962	18.78285	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
146	146.14534	605.79065	 	302.7717	588.2604	 	 	 	 	 	 	 	 	 	 	 	 	 	148.64223	18.826666	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
147	146.21045	624.55096	 	306.56433	540.5132	 	 	 	 	 	 	 	 	 	 	 	 	 	148.17621	18.781939	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148	146.15881	649.5831	 	306.55984	538.0606	 	 	 	 	 	 	 	 	 	 	 	 	 	147.9141	18.7489	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
149	146.04758	643.05383	 	306.56387	539.86285	 	 	 	 	 	 	 	 	 	 	 	 	 	147.68263	18.831848	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150	146.0258	635.15	 	306.55917	539.386	 	 	 	 	 	 	 	 	 	 	 	 	 	147.09824	18.901766	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151	145.97864	627.30853	 	306.56946	538.67224	 	 	 	 	 	 	 	 	 	 	 	 	 	147.21902	19.09292	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
152	145.97377	620.1836	 	306.5682	538.7903	 	 	 	 	 	 	 	 	 	 	 	 	 	147.01321	19.310574	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
153	145.84966	613.6643	 	306.5316	537.7967	 	 	 	 	 	 	 	 	 	 	 	 	 	146.38815	19.276316	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
154	145.76042	607.20483	 	306.53802	536.54364	 	 	 	 	 	 	 	 	 	 	 	 	 	146.47787	19.358408	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
155	145.8189	601.1915	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.51755	19.357456	 	 	 	 	302.559	589.5493	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
156	145.80428	595.5718	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.46088	19.345652	 	 	 	 	306.5722	545.4921	 	295.25357	678.4599	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
157	145.79541	590.36755	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.21179	19.30131	 	 	 	 	306.56815	542.0274	 	295.46347	678.4157	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158	145.60101	585.3737	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.10652	19.315218	 	 	 	 	306.54538	539.0078	 	295.67007	678.69354	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
159	145.5302	580.5705	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.0329	19.192982	 	 	 	 	306.54468	537.73486	 	295.38565	677.7048	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160	145.56198	576.1616	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.14317	19.077093	 	 	 	 	306.56656	541.71747	 	295.4493	678.5169	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161	145.43959	572.0872	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.44106	19.09607	 	 	 	 	306.56705	540.95337	 	295.0958	678.15356	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
162	145.38449	568.3944	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.44955	19.10965	 	 	 	 	306.54285	538.9257	 	295.98306	678.44635	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
163	145.3422	564.892	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.54857	18.985651	 	 	 	 	306.55386	539.16815	 	296.18555	678.25635	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
164	145.23885	561.5959	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.61804	18.936525	 	 	 	 	306.56088	540.08984	 	295.82648	678.41473	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
165	145.31714	558.65814	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.78508	18.974388	 	 	 	 	306.55804	538.5929	 	295.4135	678.1892	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
166	145.14157	556.3216	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.64476	18.885302	 	 	 	 	302.75046	586.2161	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
167	145.03618	554.0559	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.76411	18.951468	 	 	 	 	306.55127	537.396	 	 	 	 	295.48337	678.2368	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168	145.01718	552.1121	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.92444	18.811111	 	 	 	 	306.555	540.00653	 	 	 	 	296.18405	678.19275	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
169	144.92903	550.44293	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	147.08745	18.627802	 	 	 	 	306.56616	540.6941	 	 	 	 	295.34012	678.1504	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
170	144.93044	549.20703	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.9289	18.493229	 	 	 	 	306.55838	540.4635	 	 	 	 	295.23972	678.36304	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
171	144.89804	548.1721	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.88182	18.375	 	 	 	 	306.55847	541.26025	 	 	 	 	295.4313	678.4533	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
172	144.82072	547.52466	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146.92921	18.324718	 	 	 	 	306.57047	542.54047	 	 	 	 	295.85098	678.2688	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
