A5_papier_lijst,A5_coefficienten_1_h_O_lijst,A5_fout_coefficienten_1_h_O_lijst,A5_coefficienten_1_v_O_lijst,A5_fout_coefficienten_1_v_O_lijst
48,0.3334929411338141,0.004278248167499187,0.6367652013712195,0.27535176979612563
50,0.3252670103427476,0.005616082733603021,0.5645151087350598,0.5062808747500389
50,0.3461832306181944,0.005306308829784762,0.7039691540031864,0.4378932710139952
52,0.3376965382872358,0.006217370117669031,0.5219830744044908,0.22778626917173278
52,0.34727264891857806,0.005828199302605585,0.7301271943149072,0.3056727532768726
54,0.331391471061541,0.00475111557798175,0.546234647517454,0.2667567113715209
54,0.34909076263346067,0.004818863328409967,0.4752708336562159,0.19903297736072323
56,0.347336889640782,0.005127591687329903,0.5519339843916514,0.13511342410748658
56,0.3548886521324979,0.0042791288635913236,0.5303386567125502,0.26043580526757937
58,0.3274274654280399,0.004931781083183347,0.6203084710151863,0.2528026114829304
58,0.35285813339452765,0.005791483011631271,0.49638347622759554,0.24952277132822215
60,0.3465541883819353,0.004902433146396497,0.5074085892062038,0.10788533744529218
60,0.3669062482991346,0.004603227661465905,0.5419958546695991,0.21968247777589167
100,0.437635687460366,0.005697906011575164,0.6276363396602702,1.9191605732359431
100,0.4052448608066895,0.004361901084903169,0.6832124198163968,6.052080498027582
150,0.38295187343700543,0.004738036944926244,0.6044185785373949,0.23588995633847773
150,0.32529569885670406,0.004596828331018878,1.1507684285682795,0.6226750076609863
200,0.3104107976691768,0.0040524666425322525,0.6744859974554926,0.2442824853119498
200,0.3133531529657697,0.004736988629674853,0.47454026617328093,10.548225680142007
250,0.2695244529414126,0.003936963093269821,0.630918646612897,0.1668388930407546
250,0.2354005654122553,0.0034432329048268767,0.3753462226386105,1.2310969872228614
300,0.26753699874602954,0.004496349220977272,0.679753497123198,0.281013233193736
300,0.2656732666178419,0.0036329920018960088,0.34673087294206273,0.7513311742338586
