Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9	X10	Y10	Flag10
Tracks 1 to 10
17	163.6238	15.038685	 	294.65222	667.3688	 	11.910758	668.12836	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18	163.77713	14.981589	 	294.3321	667.23083	 	12.263889	667.94214	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
19	163.89342	14.929263	 	294.1301	667.44135	 	10.737467	667.9037	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
20	164.07156	14.8849125	 	294.5401	667.1692	 	12.767282	668.2074	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21	164.15894	14.8845415	 	295.06116	667.22076	 	11.409548	667.9397	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
22	164.17699	14.84236	 	293.76492	667.278	 	12.576036	668.08527	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
23	164.28786	14.828834	 	294.4655	667.7122	 	11.437655	667.9788	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
24	164.37283	14.849711	 	294.2358	667.2901	 	12.287383	668.028	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
25	164.43744	14.871511	 	294.82468	667.2143	 	11.791262	668.0437	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
26	164.51831	14.854527	 	295.27084	666.9036	 	12.166667	668.0177	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
27	164.54633	14.8918915	 	294.2979	667.53674	 	10.0613575	667.3903	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
28	164.61969	14.916023	 	294.88303	667.0707	 	12.555684	668.03827	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
29	164.68225	14.93298	 	295.23297	667.21936	 	12.204492	668.05316	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
30	164.70386	15.013043	 	294.8496	666.87274	 	12.375289	667.9665	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
31	164.803	15.100194	 	294.1256	667.1111	 	12.210784	668.30884	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
32	164.76213	15.207767	 	294.09714	667.07556	 	13.153933	668.2101	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
33	164.7828	15.268707	 	294.40338	666.9517	 	12.282296	668.1555	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
34	164.89883	15.416343	 	294.58313	667.13727	 	11.69403	668.097	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
35	165.0717	15.671707	 	294.37244	667.1607	 	12.270143	668.0355	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
36	165.33447	15.900195	 	294.42444	667.04407	 	12.593607	667.984	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
37	165.46127	16.279284	 	294.72165	667.4103	 	11.284842	667.7494	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38	165.82104	16.914162	 	294.44446	666.6208	 	12.5023365	668.1402	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
39	166.51987	17.44229	 	294.55954	667.02356	 	12.410166	668.08154	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
40	167.02754	18.180672	 	294.2205	667.08795	 	12.098131	667.92993	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41	167.45866	19.055256	 	294.54626	667.2352	 	11.839806	667.90533	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
42	168.07315	19.978485	 	293.98077	667.1466	 	13.192825	668.213	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
43	 	 	 	294.48752	667.08356	 	12.001171	667.8372	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
44	 	 	 	294.48468	667.2653	 	12.067816	667.80115	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
45	 	 	 	294.43417	667.0798	 	11.089873	667.89496	 	171.25954	8.763359	 	167.13512	36.97328	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
46	 	 	 	294.28134	667.07	 	12.205189	668.06134	 	171.98276	8.244422	*	167.21803	40.470726	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
47	 	 	 	294.757	667.0013	 	11.050617	667.7	 	172.51895	7.817895	*	167.305	44.333073	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48	 	 	 	294.43863	667.36444	 	11.453087	667.80615	 	171.62453	9.088679	*	167.36185	48.41366	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
49	 	 	 	294.06467	667.35077	 	12.182039	668.1505	 	173.45168	8.273234	*	167.39622	53.00157	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
50	 	 	 	294.3433	667.2736	 	12.511495	667.946	 	174.8232	7.769962	*	167.47174	57.82339	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51	 	 	 	294.99323	667.3835	 	11.445946	667.79974	 	176.04146	5.890244	 	167.53175	62.933334	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
52	 	 	 	293.83984	667.48047	 	12.310305	668.0831	 	176.46774	6.782258	 	167.58974	68.38141	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
53	 	 	 	294.89377	667.0622	 	11.5366745	667.85944	 	176.85449	5.2619047	 	167.65161	74.146774	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
54	 	 	 	294.4755	666.9804	 	11.4976015	667.6487	 	177.45726	6.0982904	 	167.75041	80.247955	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
55	 	 	 	294.04987	667.6483	 	12.272947	668.26086	 	177.4883	4.6929827	 	167.79836	86.58197	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
56	 	 	 	294.56122	667.28314	 	11.442211	668.08795	 	177.6171	4.487342	 	167.775	93.285	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
57	 	 	 	294.5325	667.13	 	11.745098	668.0613	 	177.89252	5.3831778	 	167.84276	100.20549	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58	 	 	 	294.94962	666.9496	 	11.879227	667.99274	 	178.16507	5.203349	 	167.988	107.5685	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
59	 	 	 	294.84738	666.8127	 	12.816742	668.0113	 	177.76938	4.1605167	 	167.99396	115.26338	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60	 	 	 	294.43182	667.26263	 	11.969339	667.85376	 	178.20647	4.9527364	 	168.0	123.28547	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61	 	 	 	294.50723	666.88556	 	12.363208	668.14624	 	 	 	 	168.03859	131.5193	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
62	 	 	 	294.21072	667.2731	 	12.31733	667.9777	 	 	 	 	168.14528	140.17201	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
63	 	 	 	294.65247	667.13824	 	12.151332	668.1029	 	 	 	 	168.09894	149.17914	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
64	 	 	 	294.87692	667.0	 	11.92615	668.0496	 	 	 	 	168.22578	158.43602	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
65	 	 	 	294.56345	666.99493	 	10.613924	667.5633	 	 	 	 	168.22728	168.01392	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
66	 	 	 	294.59824	667.0693	 	12.066667	668.05237	 	 	 	 	168.30748	177.9243	 	177.4951	4.9607844	 	 	 	 	 	 	 	 	 	 	 	 	 
67	 	 	 	294.69748	667.10254	 	11.283251	667.766	 	 	 	 	168.30943	188.09245	 	177.56863	5.0539217	 	 	 	 	 	 	 	 	 	 	 	 	 
68	 	 	 	294.63757	667.3757	 	12.028571	667.9643	 	 	 	 	168.27734	198.68619	 	177.63744	5.2630334	 	 	 	 	 	 	 	 	 	 	 	 	 
69	 	 	 	294.22192	667.43365	 	11.799754	668.0651	 	 	 	 	168.49025	209.57797	 	177.44064	5.3812785	 	 	 	 	 	 	 	 	 	 	 	 	 
70	 	 	 	294.4179	667.1219	 	11.975845	668.0942	 	 	 	 	168.38933	220.66798	 	177.33028	5.495413	 	 	 	 	 	 	 	 	 	 	 	 	 
71	 	 	 	294.5352	667.1608	 	13.236961	668.3481	 	 	 	 	168.41849	232.2495	 	177.07272	5.6136365	 	 	 	 	 	 	 	 	 	 	 	 	 
72	 	 	 	294.77594	667.08984	 	11.726506	667.9144	 	 	 	 	168.47992	244.0723	 	176.93668	5.818777	 	 	 	 	 	 	 	 	 	 	 	 	 
73	 	 	 	294.7157	666.7402	 	12.016666	668.0119	 	 	 	 	168.51636	256.29346	 	176.81224	5.9599156	 	 	 	 	 	 	 	 	 	 	 	 	 
74	 	 	 	294.94556	666.781	 	11.942261	668.17816	 	 	 	 	168.50616	268.66837	 	176.69583	6.070833	 	 	 	 	 	 	 	 	 	 	 	 	 
75	 	 	 	294.60327	667.0844	 	12.384615	667.81903	 	 	 	 	168.59792	281.45834	 	175.75967	4.9198895	 	 	 	 	 	 	 	 	 	 	 	 	 
76	 	 	 	295.10696	666.10944	 	11.874384	668.17737	 	 	 	 	168.57384	294.635	 	176.48761	6.140496	 	 	 	 	 	 	 	 	 	 	 	 	 
77	 	 	 	294.53857	667.34576	 	12.042579	668.0718	 	 	 	 	168.67888	308.0345	 	175.66216	5.091892	 	 	 	 	 	 	 	 	 	 	 	 	 
78	 	 	 	294.19522	667.4194	 	11.148379	667.8566	 	 	 	 	168.58932	321.79413	 	175.57239	5.121984	 	 	 	 	 	 	 	 	 	 	 	 	 
79	 	 	 	293.63022	667.5909	 	12.564516	668.1521	 	 	 	 	168.59471	335.72247	 	175.42683	4.9905148	 	 	 	 	 	 	 	 	 	 	 	 	 
80	 	 	 	294.56583	667.219	 	11.989157	668.06866	 	 	 	 	168.6592	350.12106	 	175.48097	4.9891305	 	 	 	 	 	 	 	 	 	 	 	 	 
81	 	 	 	294.14566	667.7992	 	13.168172	668.1591	 	 	 	 	168.64932	364.69458	 	175.60382	4.9180326	 	 	 	 	 	 	 	 	 	 	 	 	 
82	 	 	 	293.71957	667.17303	 	12.419621	668.1359	 	 	 	 	168.66248	379.65332	 	175.68005	4.7908587	 	 	 	 	 	 	 	 	 	 	 	 	 
83	 	 	 	293.81567	667.3506	 	13.004484	668.01794	 	 	 	 	168.72014	394.98947	 	175.5452	4.6553674	 	 	 	 	 	 	 	 	 	 	 	 	 
84	 	 	 	293.9505	667.3366	 	12.497624	668.23157	 	 	 	 	168.69534	410.56976	 	175.7122	4.5116277	 	 	 	 	 	 	 	 	 	 	 	 	 
85	 	 	 	293.72006	667.5269	 	13.46083	668.5323	 	 	 	 	168.6647	426.47647	 	175.85843	4.454819	 	 	 	 	 	 	 	 	 	 	 	 	 
86	 	 	 	293.91812	667.58813	 	12.900922	668.24194	 	 	 	 	168.71428	442.68094	 	176.0283	4.421384	 	 	 	 	 	 	 	 	 	 	 	 	 
87	 	 	 	294.1181	667.309	 	12.497674	668.093	 	 	 	 	168.80025	459.12955	 	175.92905	4.3349833	 	 	 	 	 	 	 	 	 	 	 	 	 
88	 	 	 	293.46896	667.4714	 	11.977435	668.00354	 	 	 	 	168.78711	475.8966	 	176.26552	4.1517243	 	 	 	 	 	 	 	 	 	 	 	 	 
89	 	 	 	293.4556	667.24066	 	13.210113	668.2461	 	 	 	 	168.69704	492.99753	 	176.23836	4.12724	 	 	 	 	 	 	 	 	 	 	 	 	 
90	 	 	 	294.07004	667.31573	 	13.072447	668.5451	 	 	 	 	168.75629	510.29648	 	176.83664	4.881188	 	 	 	 	 	 	 	 	 	 	 	 	 
91	 	 	 	293.74408	666.99054	 	12.458715	667.7385	 	 	 	 	168.795	527.8925	 	176.99751	4.8134327	 	 	 	 	 	 	 	 	 	 	 	 	 
92	 	 	 	293.51965	667.75555	 	12.951247	668.14624	 	 	 	 	168.73773	545.82556	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
93	 	 	 	293.89438	666.9883	 	13.243982	668.0864	 	 	 	 	168.79716	564.11755	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
94	 	 	 	293.09467	667.87866	 	11.924096	668.01807	 	 	 	 	168.76701	582.589	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
95	 	 	 	293.04504	667.4977	 	12.10514	667.79675	 	 	 	 	168.78827	601.4388	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
96	 	 	 	293.49756	667.59467	 	12.262911	667.946	 	 	 	 	168.72798	620.3627	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
97	 	 	 	293.84113	666.89484	 	12.626168	668.26636	 	 	 	 	168.82974	645.87067	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98	 	 	 	293.66058	667.4684	 	11.975124	668.3358	 	 	 	 	168.74374	635.8688	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
99	 	 	 	294.2937	667.0291	 	12.529954	668.07605	 	 	 	 	168.73785	624.3108	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100	 	 	 	294.03867	667.5232	 	13.28291	668.46765	 	 	 	 	168.64766	613.0458	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101	 	 	 	293.50714	667.45953	 	13.461625	668.4233	 	 	 	 	168.63222	603.0568	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
102	 	 	 	293.48532	667.5709	 	12.534398	668.45575	 	 	 	 	168.49629	593.35925	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
103	 	 	 	293.6037	667.55927	 	12.488345	668.13635	 	 	 	 	168.48515	583.7356	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
104	 	 	 	293.2037	667.8827	 	12.355769	668.21155	 	 	 	 	168.55515	574.4706	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
105	 	 	 	292.72696	667.4753	 	13.488914	668.2295	 	 	 	 	168.58514	565.5761	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
106	 	 	 	293.7172	667.259	 	11.663317	668.09045	 	 	 	 	168.42819	557.254	 	 	 	 	175.91777	3.788889	 	 	 	 	 	 	 	 	 	 
107	 	 	 	293.9714	666.1453	 	11.987414	667.7105	 	 	 	 	168.33333	549.0018	 	 	 	 	175.86124	3.80837	 	 	 	 	 	 	 	 	 	 
108	 	 	 	293.79337	667.71936	 	11.73913	668.0169	 	 	 	 	168.29366	541.00085	 	 	 	 	175.83772	3.8377192	 	 	 	 	 	 	 	 	 	 
109	 	 	 	293.3818	667.43616	 	13.447826	668.1913	 	 	 	 	168.17894	533.3	 	 	 	 	175.75676	3.8468468	 	 	 	 	 	 	 	 	 	 
110	 	 	 	293.5858	667.6177	 	12.629269	668.48047	 	 	 	 	168.21577	526.0095	 	 	 	 	175.75676	3.8468468	 	 	 	 	 	 	 	 	 	 
111	 	 	 	293.7783	666.2308	 	12.9920635	668.2279	 	 	 	 	168.10966	519.1373	 	 	 	 	175.70705	3.8171806	 	 	 	 	 	 	 	 	 	 
112	 	 	 	294.2386	667.4797	 	11.874683	668.42914	 	 	 	 	168.02136	512.1855	 	 	 	 	175.73767	3.7421525	 	 	 	 	 	 	 	 	 	 
113	 	 	 	293.50232	667.2203	 	13.15708	668.0155	 	 	 	 	168.04701	505.8111	 	 	 	 	175.79578	3.7018778	 	 	 	 	 	 	 	 	 	 
114	 	 	 	294.02133	666.9858	 	11.504963	667.902	 	 	 	 	167.95932	499.69153	 	 	 	 	175.83014	3.6866028	 	 	 	 	 	 	 	 	 	 
115	 	 	 	293.44186	667.33026	 	14.091612	668.50885	 	 	 	 	167.92761	493.94275	 	 	 	 	175.8445	3.6722488	 	 	 	 	 	 	 	 	 	 
116	 	 	 	294.2396	667.4974	 	11.635678	668.1181	 	 	 	 	167.77454	488.53162	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
117	 	 	 	293.9372	667.1884	 	12.298143	667.9594	 	 	 	 	167.79568	483.3505	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118	 	 	 	294.12955	667.5518	 	12.938389	668.4645	 	 	 	 	167.7696	478.37582	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
119	 	 	 	294.1152	667.2353	 	13.131336	668.2834	 	 	 	 	167.73366	473.83334	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120	 	 	 	294.1169	667.40546	 	12.125604	668.18115	 	 	 	 	167.67021	469.59494	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121	 	 	 	294.06717	667.52734	 	13.328571	668.16595	 	 	 	 	167.59018	465.74316	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
122	 	 	 	294.39795	667.4286	 	11.668317	668.03467	 	 	 	 	167.556	462.1112	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
123	 	 	 	294.36224	667.2041	 	12.052133	667.9668	 	 	 	 	167.3416	458.8216	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
124	 	 	 	294.3828	667.5573	 	11.726804	668.32477	 	 	 	 	167.34738	455.9515	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
125	 	 	 	293.94446	667.5833	 	11.935294	667.87885	 	 	 	 	167.20793	453.29364	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
126	 	 	 	294.1581	667.4949	 	11.953202	668.1675	 	 	 	 	167.16667	450.9746	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
127	 	 	 	293.896	667.6078	 	12.6561775	668.1667	 	 	 	 	167.14977	448.9897	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128	 	 	 	294.0232	667.54895	 	11.776649	668.3883	 	 	 	 	166.95024	447.2883	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
129	 	 	 	293.405	667.3931	 	12.358824	668.0718	 	 	 	 	166.82915	445.86676	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130	 	 	 	293.7885	667.37286	 	11.001292	667.9522	 	 	 	 	166.75943	444.90253	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131	 	 	 	294.07703	667.12836	 	13.297752	668.32245	 	 	 	 	166.74649	443.9727	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
132	 	 	 	294.41397	667.70966	 	11.374346	668.144	 	 	 	 	166.695	443.62793	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
133	 	 	 	294.55212	666.89453	 	11.983091	668.0459	 	 	 	 	166.57907	443.44263	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
134	 	 	 	294.00504	667.52515	 	12.507246	668.3889	 	 	 	 	166.53572	443.75623	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
135	 	 	 	294.07074	667.1244	 	12.268518	667.7801	 	 	 	 	166.47353	444.0109	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
136	 	 	 	294.10254	667.38354	 	11.780397	668.13275	 	 	 	 	166.3894	444.92212	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
137	 	 	 	293.95566	667.38916	 	11.80549	667.858	 	 	 	 	166.27464	446.06808	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138	 	 	 	293.91406	667.6927	 	10.678757	667.8601	 	 	 	 	166.1766	447.70407	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
139	 	 	 	294.0592	667.39923	 	12.246446	667.9763	 	 	 	 	166.02441	449.40707	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140	 	 	 	294.30408	667.3753	 	12.173219	668.29114	 	 	 	 	165.90729	451.5824	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141	 	 	 	294.51776	667.24365	 	12.638497	668.23706	 	 	 	 	165.78076	454.0126	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
142	 	 	 	294.33716	667.4898	 	11.356777	668.1343	 	 	 	 	165.68642	456.79858	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
143	 	 	 	293.79776	667.44543	 	12.433962	668.0967	 	 	 	 	165.50789	459.89273	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
144	 	 	 	294.3071	667.2487	 	11.749371	668.306	 	 	 	 	165.41653	463.3058	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
145	 	 	 	294.22952	667.12036	 	12.069048	668.0833	 	 	 	 	165.2824	466.9496	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
146	 	 	 	295.0122	667.2588	 	11.515666	668.33813	 	 	 	 	165.20049	471.0346	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
147	 	 	 	294.26715	667.1323	 	11.376812	667.71014	 	 	 	 	165.05736	475.38046	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148	 	 	 	294.1405	667.3456	 	10.812661	667.81525	 	 	 	 	164.91774	479.83548	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
149	 	 	 	293.70193	667.3798	 	12.442529	667.9828	 	 	 	 	164.88753	484.82184	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
150	 	 	 	293.71106	667.5101	 	11.02551	667.801	 	 	 	 	164.77019	490.19028	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
151	 	 	 	293.968	667.1995	 	12.206018	667.8542	 	 	 	 	164.74466	495.70853	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
152	 	 	 	294.17514	667.401	 	11.821867	668.0995	 	 	 	 	164.5592	501.62335	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
153	 	 	 	293.97015	667.44775	 	12.465909	667.93866	 	 	 	 	164.44649	507.9281	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
154	 	 	 	294.35782	666.42773	 	11.975124	668.3408	 	 	 	 	164.41597	514.47144	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
155	 	 	 	294.34265	667.29694	 	12.58945	668.0688	 	 	 	 	164.18942	521.3891	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
156	 	 	 	294.0995	667.531	 	12.079462	668.02325	 	 	 	 	164.08533	528.7935	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
157	 	 	 	293.74875	667.7362	 	11.80597	668.1642	 	 	 	 	163.86536	536.1535	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
158	 	 	 	294.25452	667.4742	 	11.068877	667.8826	 	 	 	 	163.69826	544.08954	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
159	 	 	 	294.06326	667.2816	 	12.304511	668.3546	 	 	 	 	163.52448	552.29895	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
160	 	 	 	294.6344	667.6022	 	11.674684	668.219	 	 	 	 	163.37631	560.7195	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
161	 	 	 	294.50247	666.9752	 	12.415493	668.04224	 	 	 	 	163.32857	569.53394	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
162	 	 	 	294.20602	667.26636	 	11.495	668.07	 	 	 	 	163.13028	578.57745	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
163	 	 	 	294.93558	666.89435	 	11.970726	667.7881	 	 	 	 	163.08707	587.9219	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
164	 	 	 	294.6697	667.4086	 	12.562651	668.30725	 	 	 	 	162.91397	597.60394	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
165	 	 	 	294.20813	667.302	 	11.978469	667.98083	 	 	 	 	162.82079	607.5663	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
166	 	 	 	294.4264	667.18274	 	11.55198	668.06433	 	 	 	 	162.74144	617.8694	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
167	 	 	 	294.38748	667.5793	 	12.060748	667.77106	 	 	 	 	162.61023	629.9693	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
168	 	 	 	294.34872	667.41797	 	11.4	667.97	 	 	 	 	162.42918	641.63007	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
